"","names","interval","lower","upper","NA","NA"
"X50..93","SRS_NP_Wet.F.chr1","50%",0.276641591593077,0.688814179312139,NA,NA
"X99..94","SRS_NP_Wet.FLOC","99%",0.0297673178096164,0.617343486974755,0.633257172745579,0.657910560986166
"X95..94","SRS_NP_Wet.FLOC","95%",0.039772683898875,0.386216425070532,NA,NA
"X50..94","SRS_NP_Wet.FLOC","50%",0.074878704100246,0.159015982935934,NA,NA
"X99..95","SRS_NP_Wet.G.hol1","99%",0.20492117806591,3.10415832822242,NA,NA
"X95..95","SRS_NP_Wet.G.hol1","95%",0.270410443467793,1.99675039840142,NA,NA
"X50..95","SRS_NP_Wet.G.hol1","50%",0.479359841742663,0.933275517175967,NA,NA
"X99..96","SRS_NP_Wet.G.hol2","99%",0.429674609436467,1.14317672295228,NA,NA
"X95..96","SRS_NP_Wet.G.hol2","95%",0.483436677286067,1.00560328246989,NA,NA
"X50..96","SRS_NP_Wet.G.hol2","50%",0.605670678551079,0.778257573719729,NA,NA
"X99..97","SRS_NP_Wet.H.for1","99%",0.955781700593794,7.28208080613817,NA,NA
"X95..97","SRS_NP_Wet.H.for1","95%",1.18456858033838,5.4372904434015,NA,NA
"X50..97","SRS_NP_Wet.H.for1","50%",1.84598018567056,3.09127261514209,NA,NA
"X99..98","SRS_NP_Wet.H.for2","99%",0.201842543105988,1.7781476233072,NA,NA
"X95..98","SRS_NP_Wet.H.for2","95%",0.249975950655148,1.27383873881967,NA,NA
"X50..98","SRS_NP_Wet.H.for2","50%",0.397333225040509,0.691632862448939,NA,NA
"X99..99","SRS_NP_Wet.H.let1","99%",0.293402325949478,13.2661871886982,NA,NA
"X95..99","SRS_NP_Wet.H.let1","95%",0.448610608833728,7.19395035028595,NA,NA
"X50..99","SRS_NP_Wet.H.let1","50%",0.950968528550644,2.3692217281629,NA,NA
"X99..100","SRS_NP_Wet.L.goo2","99%",0.469663024539756,5.23354708110792,5.41163520556199,5.49106159733069
"X95..100","SRS_NP_Wet.L.goo2","95%",0.616037992256902,3.65567941949166,NA,NA
"X50..100","SRS_NP_Wet.L.goo2","50%",1.02771856800064,1.86779922648391,NA,NA
"X99..101","SRS_NP_Wet.PALPAL","99%",0.148630720456648,1.73096083483745,NA,NA
"X95..101","SRS_NP_Wet.PALPAL","95%",0.193994625946823,1.18547815860539,NA,NA
"X50..101","SRS_NP_Wet.PALPAL","50%",0.332096735645129,0.603479456124862,NA,NA
"X99..102","SRS_NP_Wet.PELFEM","99%",0.0965041299146679,1.14435576487873,NA,NA
"X95..102","SRS_NP_Wet.PELFEM","95%",0.128835892146303,0.78681376343168,NA,NA
"X50..102","SRS_NP_Wet.PELFEM","50%",0.223675836613446,0.405702450326246,NA,NA
"X99..103","SRS_NP_Wet.PROFAL","99%",0.209866683010007,2.60474694407064,NA,NA
"X95..103","SRS_NP_Wet.PROFAL","95%",0.284739593111825,1.77752129471694,NA,NA
"X50..103","SRS_NP_Wet.PROFAL","50%",0.497097613330534,0.90394362146699,NA,NA
"X99..104","SRS_NP_Wet.PROSPP","99%",0.119871454622543,1.41771123106723,NA,NA
"X95..104","SRS_NP_Wet.PROSPP","95%",0.158821289896827,0.972351632749941,NA,NA
"X50..104","SRS_NP_Wet.PROSPP","50%",0.270268032550328,0.490955897620278,NA,NA
"X99..105","SRS_NP_Wet.SAGLAN","99%",0.0275844154994876,1.191113864102,NA,NA
"X95..105","SRS_NP_Wet.SAGLAN","95%",0.0426024818852119,0.659509177078733,NA,NA
"X50..105","SRS_NP_Wet.SAGLAN","50%",0.0888351024555087,0.220497303540555,NA,NA
"X99..106","SRS_Pond_Dry.A.mea1","99%",0.19557563734209,8.13174513271609,NA,NA
"X95..106","SRS_Pond_Dry.A.mea1","95%",0.284512169806649,4.46219716710728,NA,NA
"X50..106","SRS_Pond_Dry.A.mea1","50%",0.597055880093567,1.48959209528352,NA,NA
"X99..107","SRS_Pond_Dry.A.nat1","99%",0.0965391461223885,1.41779281791143,1.47589693804135,1.54352482310126
"X95..107","SRS_Pond_Dry.A.nat1","95%",0.132088066199499,0.975524727093627,NA,NA
"X50..107","SRS_Pond_Dry.A.nat1","50%",0.234922044602408,0.454191178983122,NA,NA
"X99..108","SRS_Pond_Dry.A.nat2","99%",0.0781572105835643,1.1228452691444,NA,NA
"X95..108","SRS_Pond_Dry.A.nat2","95%",0.102774562122344,0.738796783860144,NA,NA
"X50..108","SRS_Pond_Dry.A.nat2","50%",0.179164857892364,0.344673649416542,NA,NA
"X99..109","SRS_Pond_Dry.A.nat3","99%",0.393976198581814,4.42532184397575,NA,NA
"X95..109","SRS_Pond_Dry.A.nat3","95%",0.507647602409076,3.0526111825087,NA,NA
"X50..109","SRS_Pond_Dry.A.nat3","50%",0.848369746647024,1.54694572858983,NA,NA
"X99..110","SRS_Pond_Dry.A.nat4","99%",0.362913107286708,2.11734748002926,NA,NA
"X95..110","SRS_Pond_Dry.A.nat4","95%",0.437783419498917,1.65177034998441,NA,NA
"X50..110","SRS_Pond_Dry.A.nat4","50%",0.646905212367634,1.01012566109446,NA,NA
"X99..111","SRS_Pond_Dry.ALGBAL","99%",1.07411808210226,63.4177670517557,NA,NA
"X95..111","SRS_Pond_Dry.ALGBAL","95%",1.9408354498961,33.3492096017945,NA,NA
"X50..111","SRS_Pond_Dry.ALGBAL","50%",4.58895681470234,11.2110714204621,NA,NA
"X99..112","SRS_Pond_Dry.B.bel1","99%",0.106097602359514,2.41438822034102,NA,NA
"X95..112","SRS_Pond_Dry.B.bel1","95%",0.150437262242863,1.53757862054771,NA,NA
"X50..112","SRS_Pond_Dry.B.bel1","50%",0.296421607289089,0.63814503907312,NA,NA
"X99..113","SRS_Pond_Dry.BELSPP","99%",0.127231726310119,6.1114002214121,NA,NA
"X95..113","SRS_Pond_Dry.BELSPP","95%",0.192614687142965,3.17099577747163,NA,NA
"X50..113","SRS_Pond_Dry.BELSPP","50%",0.426452156452327,1.05254877723128,NA,NA
"X99..114","SRS_Pond_Dry.BRAGRA","99%",1.05862394485388,5.7267747917778,NA,NA
"X95..114","SRS_Pond_Dry.BRAGRA","95%",1.27418291585086,4.48382696914543,NA,NA
"X50..114","SRS_Pond_Dry.BRAGRA","50%",1.84811232350017,2.82641870554694,NA,NA
"X99..115","SRS_Pond_Dry.C.uro1","99%",1.02883012203014,3.94847958814577,NA,NA
"X95..115","SRS_Pond_Dry.C.uro1","95%",1.20890034828571,3.25857013491619,NA,NA
"X50..115","SRS_Pond_Dry.C.uro1","50%",1.6463613939524,2.30522462147818,NA,NA
"X99..116","SRS_Pond_Dry.CELSPP","99%",0.250584929160865,2.81667114031318,NA,NA
"X95..116","SRS_Pond_Dry.CELSPP","95%",0.329944027309672,1.94534649650581,NA,NA
"X50..116","SRS_Pond_Dry.CELSPP","50%",0.543457086433949,0.99050093604691,NA,NA
"X99..117","SRS_Pond_Dry.CLADOCERA","99%",1.96118779531469,22.4875478463628,NA,NA
"X95..117","SRS_Pond_Dry.CLADOCERA","95%",2.56791598423568,15.3813453523575,NA,NA
"X50..117","SRS_Pond_Dry.CLADOCERA","50%",4.37473386344749,7.93280825634785,NA,NA
"X99..118","SRS_Pond_Dry.COPEPOD","99%",5.38501323687502,16.8206339695428,NA,NA
"X95..118","SRS_Pond_Dry.COPEPOD","95%",6.18108302744908,14.4031273803732,NA,NA
"X50..118","SRS_Pond_Dry.COPEPOD","50%",8.04245169306927,10.7231481286621,NA,NA
"X99..119","SRS_Pond_Dry.E.eve1","99%",0.650095514577453,9.55807459238407,NA,NA
"X95..119","SRS_Pond_Dry.E.eve1","95%",0.865472204106967,6.31671761248982,NA,NA
"X50..119","SRS_Pond_Dry.E.eve1","50%",1.51545605990605,2.94492928376579,NA,NA
"X99..120","SRS_Pond_Dry.E.suc2","99%",0.0372617140172411,0.83206306164691,NA,NA
"X95..120","SRS_Pond_Dry.E.suc2","95%",0.051501144670085,0.510399622975406,NA,NA
"X50..120","SRS_Pond_Dry.E.suc2","50%",0.0988132694620519,0.209276611497408,NA,NA
"X99..121","SRS_Pond_Dry.EPHEME","99%",0.115215485382261,5.97870094569497,NA,NA
"X95..121","SRS_Pond_Dry.EPHEME","95%",0.197700044284932,3.13681497913423,NA,NA
"X50..121","SRS_Pond_Dry.EPHEME","50%",0.429779943993639,1.06878191557303,NA,NA
"X99..122","SRS_Pond_Dry.F.chr1","99%",3.04934587131639,9.97441814232166,NA,NA
"X95..122","SRS_Pond_Dry.F.chr1","95%",3.47794589273307,8.5006222240052,NA,NA
"X50..122","SRS_Pond_Dry.F.chr1","50%",4.59460024440533,6.2141777064369,NA,NA
"X99..123","SRS_Pond_Dry.F.con1","99%",0.434744803990728,1.6215288273067,NA,NA
"X95..123","SRS_Pond_Dry.F.con1","95%",0.500347278620764,1.36137911916727,NA,NA
"X50..123","SRS_Pond_Dry.F.con1","50%",0.687404700164351,0.963671138945367,NA,NA
"X99..124","SRS_Pond_Dry.FLOC","99%",1.22183169095089,6.79852697572018,NA,NA
"X95..124","SRS_Pond_Dry.FLOC","95%",1.49197917522273,5.29006987233277,NA,NA
"X50..124","SRS_Pond_Dry.FLOC","50%",2.18992837020336,3.33997480819752,NA,NA
"X99..125","SRS_Pond_Dry.G.hol1","99%",2.73157689491491,8.62582821739715,NA,NA
"X95..125","SRS_Pond_Dry.G.hol1","95%",3.10532271513953,7.39043086595138,NA,NA
"X50..125","SRS_Pond_Dry.G.hol1","50%",4.04692435565837,5.43962382861655,NA,NA
"X99..126","SRS_Pond_Dry.G.hol2","99%",2.50016428148309,6.85692671499502,NA,NA
"X95..126","SRS_Pond_Dry.G.hol2","95%",2.79314458085881,5.96454389077027,NA,NA
"X50..126","SRS_Pond_Dry.G.hol2","50%",3.51802195486382,4.56455217825748,NA,NA
"X99..127","SRS_Pond_Dry.H.for1","99%",1.51173054106433,8.43898577859286,NA,NA
"X95..127","SRS_Pond_Dry.H.for1","95%",1.81282585230961,6.56584038562649,NA,NA
"X50..127","SRS_Pond_Dry.H.for1","50%",2.68823445167973,4.12736474061493,NA,NA
"X99..128","SRS_Pond_Dry.H.for2","99%",0.126183356370732,1.12924949119347,NA,NA
"X95..128","SRS_Pond_Dry.H.for2","95%",0.158716558783732,0.815018779856685,NA,NA
"X50..128","SRS_Pond_Dry.H.for2","50%",0.257504707111681,0.444258911284632,NA,NA
"X99..129","SRS_Pond_Dry.H.lit1","99%",0.884898382334391,4.21339227612072,NA,NA
"X95..129","SRS_Pond_Dry.H.lit1","95%",1.05179965020862,3.37114339837842,NA,NA
"X50..129","SRS_Pond_Dry.H.lit1","50%",1.50238917933611,2.21990618272919,NA,NA
"X99..130","SRS_Pond_Dry.J.flo1","99%",0.359735399391741,16.1559812750037,19.5092293392253,19.7071674589178
"X95..130","SRS_Pond_Dry.J.flo1","95%",0.601360711018968,9.26047542136251,NA,NA
"X50..130","SRS_Pond_Dry.J.flo1","50%",1.257985947256,3.13035202962383,NA,NA
"X99..131","SRS_Pond_Dry.J.flo2","99%",0.553607828954498,3.63475535528954,NA,NA
"X95..131","SRS_Pond_Dry.J.flo2","95%",0.672491746786761,2.75707381803459,NA,NA
"X50..131","SRS_Pond_Dry.J.flo2","50%",1.01763167112239,1.63893043647653,NA,NA
"X99..132","SRS_Pond_Dry.L.goo1","99%",1.11675105758199,3.17415503496839,NA,NA
"X95..132","SRS_Pond_Dry.L.goo1","95%",1.27289918262315,2.77728576876485,NA,NA
"X50..132","SRS_Pond_Dry.L.goo1","50%",1.63798807252882,2.13455344540246,NA,NA
"X99..133","SRS_Pond_Dry.L.goo2","99%",2.23990751349459,6.02986450018219,NA,NA
"X95..133","SRS_Pond_Dry.L.goo2","95%",2.53080378409026,5.30802846924844,NA,NA
"X50..133","SRS_Pond_Dry.L.goo2","50%",3.19521122509548,4.10520792149126,NA,NA
"X99..134","SRS_Pond_Dry.L.gul1","99%",0.0644000055156454,3.78069054858089,NA,NA
"X95..134","SRS_Pond_Dry.L.gul1","95%",0.119143241308022,1.96853209580759,NA,NA
"X50..134","SRS_Pond_Dry.L.gul1","50%",0.268484537827402,0.662632324658772,NA,NA
"X99..135","SRS_Pond_Dry.L.gul2","99%",0.200462458197164,1.0448640741556,NA,NA
"X95..135","SRS_Pond_Dry.L.gul2","95%",0.239444925716778,0.825708410982926,NA,NA
"X50..135","SRS_Pond_Dry.L.gul2","50%",0.34292363904129,0.523543129948953,NA,NA
"X99..136","SRS_Pond_Dry.L.gul3","99%",0.379342767465242,1.66009790043667,NA,NA
"X95..136","SRS_Pond_Dry.L.gul3","95%",0.445383718288837,1.34076717880412,NA,NA
"X50..136","SRS_Pond_Dry.L.gul3","50%",0.616214304836984,0.895024304160028,NA,NA
"X99..137","SRS_Pond_Dry.L.gul4","99%",0.778883736652207,5.23794141801511,NA,NA
"X95..137","SRS_Pond_Dry.L.gul4","95%",0.959920992202144,3.97494250370681,NA,NA
"X50..137","SRS_Pond_Dry.L.gul4","50%",1.48402575658311,2.38637399264475,NA,NA
"X99..138","SRS_Pond_Dry.L.mar1","99%",0.834115969306284,3.86032947099445,NA,NA
"X95..138","SRS_Pond_Dry.L.mar1","95%",0.990164516651599,3.11311214096247,NA,NA
"X50..138","SRS_Pond_Dry.L.mar1","50%",1.40564816293629,2.07016262507872,NA,NA
"X99..139","SRS_Pond_Dry.L.mic1","99%",0.285123424565738,7.38121449996822,NA,NA
"X95..139","SRS_Pond_Dry.L.mic1","95%",0.430049301991508,4.49910889169192,NA,NA
"X50..139","SRS_Pond_Dry.L.mic1","50%",0.882533266389818,1.86462375987319,NA,NA
"X99..140","SRS_Pond_Dry.L.pla1","99%",1.40406152805474,4.12100951107889,NA,NA
"X95..140","SRS_Pond_Dry.L.pla1","95%",1.58079820758845,3.56089423138378,NA,NA
"X50..140","SRS_Pond_Dry.L.pla1","50%",2.03349619115921,2.68009117042003,NA,NA
"X99..141","SRS_Pond_Dry.L.pun2","99%",0.593265493354012,6.41809498958699,NA,NA
"X95..141","SRS_Pond_Dry.L.pun2","95%",0.738070655525666,4.44439361246601,NA,NA
"X50..141","SRS_Pond_Dry.L.pun2","50%",1.23745191333316,2.25835624561639,NA,NA
"X99..142","SRS_Pond_Dry.L.pun3","99%",0.0360794861499906,1.76720896937844,NA,NA
"X95..142","SRS_Pond_Dry.L.pun3","95%",0.0593878857734389,0.990242861826797,NA,NA
"X50..142","SRS_Pond_Dry.L.pun3","50%",0.136090815855164,0.336994619607988,NA,NA
"X99..143","SRS_Pond_Dry.P.lat2","99%",1.13501208111048,6.54005393263268,NA,NA
"X95..143","SRS_Pond_Dry.P.lat2","95%",1.44134686872114,5.16951749125354,NA,NA
"X50..143","SRS_Pond_Dry.P.lat2","50%",2.16180609987965,3.31447112655261,NA,NA
"X99..144","SRS_Pond_Dry.PALPAL","99%",0.234114909304262,2.59192054236206,NA,NA
"X95..144","SRS_Pond_Dry.PALPAL","95%",0.307484512567647,1.82189423988276,NA,NA
"X50..144","SRS_Pond_Dry.PALPAL","50%",0.508174097305782,0.925340762783576,NA,NA
"X99..145","SRS_Pond_Dry.PLASCA","99%",1.45135843446383,9.73777161313968,NA,NA
"X95..145","SRS_Pond_Dry.PLASCA","95%",1.7712020810147,7.3400123490485,NA,NA
"X50..145","SRS_Pond_Dry.PLASCA","50%",2.69571438065923,4.37249487304606,NA,NA
"X99..146","SRS_Pond_Dry.PROALL","99%",0.431391805691899,3.53573028161518,NA,NA
"X95..146","SRS_Pond_Dry.PROALL","95%",0.555766636133494,2.57634507766096,NA,NA
"X50..146","SRS_Pond_Dry.PROALL","50%",0.883410803701807,1.47143790584714,NA,NA
"X99..147","SRS_Pond_Dry.PROFAL","99%",0.73836433367537,2.75058975070071,NA,NA
"X95..147","SRS_Pond_Dry.PROFAL","95%",0.846807968536125,2.29042912943948,NA,NA
"X50..147","SRS_Pond_Dry.PROFAL","50%",1.14471482977613,1.60654434656249,NA,NA
"X99..148","SRS_Pond_Dry.R.gry2","99%",0.649902348806291,7.22064983339913,NA,NA
"X95..148","SRS_Pond_Dry.R.gry2","95%",0.826755775474614,4.98980387456769,NA,NA
"X50..148","SRS_Pond_Dry.R.gry2","50%",1.38963349194601,2.5466382091325,NA,NA
"X99..149","SRS_Pond_Dry.S.lac1","99%",1.59906549251313,14.412427978178,NA,NA
"X95..149","SRS_Pond_Dry.S.lac1","95%",2.04326158203596,10.4083810728032,NA,NA
"X50..149","SRS_Pond_Dry.S.lac1","50%",3.25758531657459,5.63026493644902,NA,NA
"X99..150","SRS_Pond_Wet.A.cal2","99%",0.526265820783921,12.6279040381666,NA,NA
"X95..150","SRS_Pond_Wet.A.cal2","95%",0.743570545550873,7.50887415463443,NA,NA
"X50..150","SRS_Pond_Wet.A.cal2","50%",1.4424640105599,3.06837257333991,NA,NA
"X99..151","SRS_Pond_Wet.A.gry1","99%",0.992050173789057,25.2336536643688,NA,NA
"X95..151","SRS_Pond_Wet.A.gry1","95%",1.48672736783034,15.5592053140724,NA,NA
"X50..151","SRS_Pond_Wet.A.gry1","50%",2.96467113476857,6.33783825045674,NA,NA
"X99..152","SRS_Pond_Wet.A.nat3","99%",0.0127108240919305,0.488568809631222,NA,NA
"X95..152","SRS_Pond_Wet.A.nat3","95%",0.0180339848875317,0.277807752799996,NA,NA
"X50..152","SRS_Pond_Wet.A.nat3","50%",0.0377098712923579,0.0942830433770566,NA,NA
"X99..153","SRS_Pond_Wet.AMPHIPOD","99%",1.74747328221577,8.07596594772665,NA,NA
"X95..153","SRS_Pond_Wet.AMPHIPOD","95%",2.04234545146265,6.45938909003826,NA,NA
"X50..153","SRS_Pond_Wet.AMPHIPOD","50%",2.89214133966341,4.27132524502204,NA,NA
"X99..154","SRS_Pond_Wet.B.bel1","99%",0.094003584996822,4.37237067057108,NA,NA
"X95..154","SRS_Pond_Wet.B.bel1","95%",0.144074322772915,2.32470789603279,NA,NA
"X50..154","SRS_Pond_Wet.B.bel1","50%",0.322939863384126,0.788369514649112,NA,NA
"X99..155","SRS_Pond_Wet.BRAGRA","99%",1.28727166012762,7.77993627357318,NA,NA
"X95..155","SRS_Pond_Wet.BRAGRA","95%",1.55897633045383,5.9160300652403,NA,NA
"X50..155","SRS_Pond_Wet.BRAGRA","50%",2.3371973485036,3.67548929551143,NA,NA
"X99..156","SRS_Pond_Wet.C.bat1","99%",0.11919560028879,5.74799815509127,NA,NA
"X95..156","SRS_Pond_Wet.C.bat1","95%",0.198747978026279,3.05069848196607,NA,NA
"X50..156","SRS_Pond_Wet.C.bat1","50%",0.418357353198933,1.03147926677361,NA,NA
"X99..157","SRS_Pond_Wet.C.uro1","99%",0.46188054042007,3.43771465393972,NA,NA
"X95..157","SRS_Pond_Wet.C.uro1","95%",0.572532225665889,2.56545283608469,NA,NA
"X50..157","SRS_Pond_Wet.C.uro1","50%",0.881360297483994,1.4642000495833,NA,NA
"X99..158","SRS_Pond_Wet.C.uro2","99%",0.23230115647121,20.9629653637898,NA,NA
"X95..158","SRS_Pond_Wet.C.uro2","95%",0.594258059216408,11.2733575550732,NA,NA
"X50..158","SRS_Pond_Wet.C.uro2","50%",0.10401254573548,391.996381740092,NA,NA
"X99..159","SRS_Pond_Wet.CELSPP","99%",0.382616630124488,2.92707488323721,NA,NA
"X95..159","SRS_Pond_Wet.CELSPP","95%",0.47364360507574,2.12985812718381,NA,NA
"X50..159","SRS_Pond_Wet.CELSPP","50%",0.733394505871279,1.22098835800228,NA,NA
"X99..160","SRS_Pond_Wet.CLAJAM","99%",0.236849316372198,24.4572752832281,NA,NA
"X95..160","SRS_Pond_Wet.CLAJAM","95%",0.642744249854066,12.6081673947287,NA,NA
"X50..160","SRS_Pond_Wet.CLAJAM","50%",1.75016444515605,4.3067434255939,NA,NA
"X99..161","SRS_Pond_Wet.COENAG","99%",1.02441057776871,15.2874754277355,15.7977200174334,16.2920951316956
"X95..161","SRS_Pond_Wet.COENAG","95%",1.40908522811851,10.1559970922255,NA,NA
"X50..161","SRS_Pond_Wet.COENAG","50%",2.43054153233573,4.70176761964665,NA,NA
"X99..162","SRS_Pond_Wet.CORING","99%",0.317934182154303,14.3979671272108,15.4459042241606,15.7065362299227
"X95..162","SRS_Pond_Wet.CORING","95%",0.503032390662878,7.95695801909878,NA,NA
"X50..162","SRS_Pond_Wet.CORING","50%",1.07568670527201,2.6594312626814,NA,NA
"X99..163","SRS_Pond_Wet.E.glo1","99%",0.572443437899446,2.36463553111602,NA,NA
"X95..163","SRS_Pond_Wet.E.glo1","95%",0.664367081919685,1.93248809856681,NA,NA
"X50..163","SRS_Pond_Wet.E.glo1","50%",0.922282679707236,1.31952404786394,NA,NA
"X99..164","SRS_Pond_Wet.E.suc1","99%",0.548191296834263,6.02702585884094,NA,NA
"X95..164","SRS_Pond_Wet.E.suc1","95%",0.690279936747321,4.18553674920918,NA,NA
"X50..164","SRS_Pond_Wet.E.suc1","50%",1.15487031030851,2.11641076150582,NA,NA
"X99..165","SRS_Pond_Wet.E.suc2","99%",0.469901162636987,4.22609093940918,NA,NA
"X95..165","SRS_Pond_Wet.E.suc2","95%",0.587360785295453,3.0509035924721,NA,NA
"X50..165","SRS_Pond_Wet.E.suc2","50%",0.943543676546494,1.65251160137267,NA,NA
"X99..166","SRS_Pond_Wet.ELECEL","99%",0.535302832143771,27.14664419785,NA,NA
"X95..166","SRS_Pond_Wet.ELECEL","95%",0.920677090021377,14.622071599293,NA,NA
"X50..166","SRS_Pond_Wet.ELECEL","50%",2.01410547680938,5.00950449596928,NA,NA
"X99..167","SRS_Pond_Wet.F.chr1","99%",3.08007946437013,8.34990049381975,NA,NA
"X95..167","SRS_Pond_Wet.F.chr1","95%",3.44578416037022,7.3028636329647,NA,NA
"X50..167","SRS_Pond_Wet.F.chr1","50%",4.37390730223912,5.63634627065505,NA,NA
"X99..168","SRS_Pond_Wet.F.chr2","99%",0.907491878548011,6.83237768273009,NA,NA
"X95..168","SRS_Pond_Wet.F.chr2","95%",1.12416488759427,5.14059429051163,NA,NA
"X50..168","SRS_Pond_Wet.F.chr2","50%",1.72652576824651,2.89947611628273,NA,NA
"X99..169","SRS_Pond_Wet.F.con1","99%",0.276386965151031,1.85321348099526,NA,NA
"X95..169","SRS_Pond_Wet.F.con1","95%",0.339504824171531,1.39996878996864,NA,NA
"X50..169","SRS_Pond_Wet.F.con1","50%",0.513323123887188,0.826513504686213,NA,NA
"X99..170","SRS_Pond_Wet.FLOC","99%",1.56814132541208,7.84895242658432,NA,NA
"X95..170","SRS_Pond_Wet.FLOC","95%",1.8671177310107,6.22016215625824,NA,NA
"X50..170","SRS_Pond_Wet.FLOC","50%",2.68235919558173,4.03086947428539,NA,NA
"X99..171","SRS_Pond_Wet.H.for1","99%",3.14923283845564,18.710635714719,NA,NA
"X95..171","SRS_Pond_Wet.H.for1","95%",3.82002663143477,14.4810326252579,NA,NA
"X50..171","SRS_Pond_Wet.H.for1","50%",5.70717324443398,8.91741508889132,NA,NA
"X99..172","SRS_Pond_Wet.H.for2","99%",0.230994254234711,5.30003922471046,NA,NA
"X95..172","SRS_Pond_Wet.H.for2","95%",0.3192764232787,3.10047958405517,NA,NA
"X50..172","SRS_Pond_Wet.H.for2","50%",0.596292392117589,1.27724248041365,NA,NA
"X99..173","SRS_Pond_Wet.H.let1","99%",1.59533543377911,4.83264673942422,NA,NA
"X95..173","SRS_Pond_Wet.H.let1","95%",1.78615004372959,4.15593627439829,NA,NA
"X50..173","SRS_Pond_Wet.H.let1","50%",2.31146374798668,3.07169733687851,NA,NA
"X99..174","SRS_Pond_Wet.J.flo2","99%",0.255741317286577,5.70068925971542,NA,NA
"X95..174","SRS_Pond_Wet.J.flo2","95%",0.367156401702732,3.54517614164724,NA,NA
"X50..174","SRS_Pond_Wet.J.flo2","50%",0.698799878024914,1.48406723826115,NA,NA
"X99..175","SRS_Pond_Wet.L.goo1","99%",2.96106335044575,5.93841272852748,NA,NA
"X95..175","SRS_Pond_Wet.L.goo1","95%",3.21277307413606,5.42959107259916,NA,NA
"X50..175","SRS_Pond_Wet.L.goo1","50%",3.81053823633736,4.56196545106842,NA,NA
"X99..176","SRS_Pond_Wet.L.goo2","99%",3.48314923503618,6.15360585170493,NA,NA
"X95..176","SRS_Pond_Wet.L.goo2","95%",3.71869422352451,5.72782277744658,NA,NA
"X50..176","SRS_Pond_Wet.L.goo2","50%",4.26775620263007,4.94544630657894,NA,NA
"X99..177","SRS_Pond_Wet.L.gul2","99%",0.350846340542627,2.63999537646347,NA,NA
"X95..177","SRS_Pond_Wet.L.gul2","95%",0.433180083067399,1.94329016513742,NA,NA
"X50..177","SRS_Pond_Wet.L.gul2","50%",0.67029002350082,1.11278425824265,NA,NA
"X99..178","SRS_Pond_Wet.L.gul3","99%",0.509163644755566,1.6304507232589,NA,NA
"X95..178","SRS_Pond_Wet.L.gul3","95%",0.579371555701562,1.40262314153024,NA,NA
"X50..178","SRS_Pond_Wet.L.gul3","50%",0.759637529883454,1.02559089273482,NA,NA
"X99..179","SRS_Pond_Wet.L.gul4","99%",0.357943716104112,2.37414641924488,NA,NA
"X95..179","SRS_Pond_Wet.L.gul4","95%",0.432942001571638,1.78801763344525,NA,NA
"X50..179","SRS_Pond_Wet.L.gul4","50%",0.667514129650054,1.06811207635609,NA,NA
"X99..180","SRS_Pond_Wet.L.mac1","99%",0.689214470098898,5.31103275172529,NA,NA
"X95..180","SRS_Pond_Wet.L.mac1","95%",0.864035399017343,3.92671813614823,NA,NA
"X50..180","SRS_Pond_Wet.L.mac1","50%",1.36030534408369,2.2600524013955,NA,NA
"X99..181","SRS_Pond_Wet.L.mar1","99%",1.77872593622082,8.76118012005347,NA,NA
"X95..181","SRS_Pond_Wet.L.mar1","95%",2.08614090365841,6.89962906458371,NA,NA
"X50..181","SRS_Pond_Wet.L.mar1","50%",2.97902698944028,4.46715817534644,NA,NA
"X99..182","SRS_Pond_Wet.L.mic1","99%",0.576538968288006,4.57832485683048,NA,NA
"X95..182","SRS_Pond_Wet.L.mic1","95%",0.722924503128313,3.33974327296773,NA,NA
"X50..182","SRS_Pond_Wet.L.mic1","50%",1.14636526154575,1.91168037893757,NA,NA
"X99..183","SRS_Pond_Wet.L.mic2","99%",0.382964710738014,3.45464190622159,NA,NA
"X95..183","SRS_Pond_Wet.L.mic2","95%",0.478430579363878,2.44318450779463,NA,NA
"X50..183","SRS_Pond_Wet.L.mic2","50%",0.771205364673779,1.33156174996872,NA,NA
"X99..184","SRS_Pond_Wet.L.pla1","99%",1.74500124059972,6.09108496633473,NA,NA
"X95..184","SRS_Pond_Wet.L.pla1","95%",2.00996668228112,5.1566981095084,NA,NA
"X50..184","SRS_Pond_Wet.L.pla1","50%",2.6823797088302,3.69998211436894,NA,NA
"X99..185","SRS_Pond_Wet.L.pla2","99%",0.224391968547762,10.2598313518195,NA,NA
"X95..185","SRS_Pond_Wet.L.pla2","95%",0.354305141455371,5.63549075733937,NA,NA
"X50..185","SRS_Pond_Wet.L.pla2","50%",0.756937187626728,1.88052671826039,NA,NA
"X99..186","SRS_Pond_Wet.L.pun2","99%",0.525403972587012,4.03391326915728,NA,NA
"X95..186","SRS_Pond_Wet.L.pun2","95%",0.670240076321625,3.01203074988699,NA,NA
"X50..186","SRS_Pond_Wet.L.pun2","50%",1.03715543456713,1.73080890127189,NA,NA
"X99..187","SRS_Pond_Wet.LIBINC","99%",0.385750139294795,8.51209986158534,NA,NA
"X95..187","SRS_Pond_Wet.LIBINC","95%",0.518207886999913,5.04146941940905,NA,NA
"X50..187","SRS_Pond_Wet.LIBINC","50%",0.961066964514297,2.04409968152933,NA,NA
"X99..188","SRS_Pond_Wet.M.sal1","99%",0.679449776146135,2.42815764549917,NA,NA
"X95..188","SRS_Pond_Wet.M.sal1","95%",0.781916454820862,2.04364323284582,NA,NA
