"","Slough","Season","Habitat","size_class","Amphipoda_mean","Amphipoda_sd","Araneae_mean","Araneae_sd","Argulus_mean","Argulus_sd","Belo.Naucor_mean","Belo.Naucor_sd","Centrarchid_mean","Centrarchid_sd","Chironomid_mean","Chironomid_sd","Cladocera_mean","Cladocera_sd","Coleoptera_mean","Coleoptera_sd","Collembola_mean","Collembola_sd","Copepoda_mean","Copepoda_sd","Cyprinodontid_mean","Cyprinodontid_sd","Detritus_mean","Detritus_sd","Diptera_mean","Diptera_sd","Empty_mean","Empty_sd","Ephemeroptera_mean","Ephemeroptera_sd","Green.Algae_mean","Green.Algae_sd","Hemiptera_mean","Hemiptera_sd","Hydrachnidia_mean","Hydrachnidia_sd","Hymenoptera_mean","Hymenoptera_sd","Misc_mean","Misc_sd","Misc.Fish_mean","Misc.Fish_sd","Misc.Invert_mean","Misc.Invert_sd","Mollusca_mean","Mollusca_sd","Odonata_mean","Odonata_sd","Oligochaeta_mean","Oligochaeta_sd","Ostracoda_mean","Ostracoda_sd","Palaemonetes_mean","Palaemonetes_sd","Periphyton_mean","Periphyton_sd","Procambarus_mean","Procambarus_sd","Trichoptera_mean","Trichoptera_sd","Vasc.Plant_mean","Vasc.Plant_sd","X_mean","X_sd","Species_mean","Species_sd","Year_mean","Year_sd","Site_mean","Site_sd"
"55","SRS","Dry","Pond","G.hol1",0,0,0,0,0,0,0,0,0,0,0.0125,0.05,0.182738095238095,0.294940326029465,0.0208333333333333,0.0833333333333333,0.117559523809524,0.321968241838903,0.0342261904761905,0.124773036580811,0,0,0.315178571428571,0.3316520809473,0.0458333333333333,0.125830573921179,0,0,0.00446428571428571,0.0178571428571429,0,0,0.0958333333333333,0.258736244937667,0.0770833333333333,0.15188628787499,0,0,0,0,0,0,0.03125,0.125,0,0,0,0,0,0,0,0,0,0,0.0625,0.25,0,0,0,0,0,0,542.8125,13.2776441183417,NA,NA,2019,0,NA,NA
"56","SRS","Dry","Pond","G.hol2",0.0185185185185185,0.0962250448649376,0,0,0,0,0.0226337448559671,0.0977661940244743,0,0,0,0,0,0,0.0277777777777778,0.10591481821704,0.0994014216236438,0.249021577370382,0,0,0,0,0.182098765432099,0.303150336668704,0.101384212495324,0.23337203689612,0,0,0,0,0,0,0.270407781518893,0.362828336346026,0,0,0.0246913580246914,0.100252924842809,0,0,0.0771604938271605,0.220389522498455,0.104938271604938,0.245246030959058,0.0185185185185185,0.0962250448649376,0,0,0.0185185185185185,0.0962250448649376,0,0,0,0,0.00925925925925926,0.0481125224324688,0,0,0.0432098765432099,0.12737145852078,0,0,538.814814814815,23.7049768176627,NA,NA,2019,0,NA,NA
"57","SRS","Dry","Pond","H.for1",0,0,0,0,0,0,0,0,0,0,0,0,0.266666666666667,0.252762514801718,0,0,0,0,0.2,0.273861278752583,0,0,0.233333333333333,0.223606797749979,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0.149071198499986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0.149071198499986,0,0,0.166666666666667,0.235702260395516,0,0,0,0,0,0,696.6,15.9937487788198,NA,NA,2019,0,NA,NA
"58","SRS","Dry","Pond","H.for2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.273861278752583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.223606797749979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.273861278752583,0,0,0,0,0,0,689.8,12.0291313069565,NA,NA,2019,0,NA,NA
"59","SRS","Dry","Pond","H.lit1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.231455024943138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.176776695296637,0,0,0.0625,0.176776695296637,0,0,0,0,0,0,819.75,3.61544306709822,NA,NA,2019,0,NA,NA
"60","SRS","Dry","Pond","J.flo1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.6,NA,0,NA,0,NA,0,NA,0,NA,0.2,NA,0,NA,0,NA,0,NA,0.2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,835,NA,NA,NA,2019,NA,NA,NA
"61","SRS","Dry","Pond","J.flo2",0,0,0,0,0,0,0,0,0,0,0,0,0.222222222222222,0.384900179459751,0,0,0,0,0,0,0,0,0.222222222222222,0.254587538608658,0,0,0,0,0,0,0.333333333333333,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.192450089729875,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.192450089729875,0,0,0,0,0,0,833,6.08276253029822,NA,NA,2019,0,NA,NA
"62","SRS","Dry","Pond","L.goo1",0.053030303030303,0.17355879442614,0,0,0,0,0.00413223140495868,0.0193818833050555,0,0,0.180429292929293,0.286144469818699,0.243685102776012,0.308449369680972,0,0,0,0,0.0106060606060606,0.034711758885228,0,0,0.249834887334887,0.254315465732328,0,0,0,0,0,0,0,0,0.00505050505050505,0.0236889684839567,0.0424242424242424,0.125644083770131,0,0,0,0,0,0,0.00804195804195804,0.0262717953073018,0,0,0,0,0,0,0.107310870947235,0.263933178727126,0,0,0.0954545454545455,0.182369894058143,0,0,0,0,0,0,1114.18181818182,29.9167676564997,NA,NA,2019,0,NA,NA
"63","SRS","Dry","Pond","L.goo2",0,0,0,0,0,0,0,0,0,0,0.256958017827583,0.314722250157175,0.234650253128514,0.284884342177763,0.0217391304347826,0.104257207028537,0,0,0.0289179419614202,0.0755564319397563,0,0,0.139649601606123,0.23704916134711,0,0,0,0,0,0,0.0108695652173913,0.0521286035142687,0.00966183574879227,0.0320115628355589,0,0,0,0,0,0,0,0,0.0505852842809365,0.114359056519505,0,0,0.00289855072463768,0.0139009609371383,0,0,0.230134479047523,0.336485983669691,0,0,0.0072463768115942,0.0347524023428458,0,0,0.00668896321070234,0.0320791406241654,0,0,1082.5652173913,44.6927145648803,NA,NA,2019,0,NA,NA
"64","SRS","Dry","Pond","L.gul1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1184,NA,NA,NA,2019,NA,NA,NA
"65","SRS","Dry","Pond","L.gul2",0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.333333333333333,0.0493827160493827,0.148148148148148,0,0,0,0,0,0,0,0,0.604938271604938,0.407722941783407,0.037037037037037,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0.166666666666667,0.0555555555555556,0.166666666666667,0,0,0,0,0,0,0.037037037037037,0.111111111111111,0,0,0.0493827160493827,0.112643750561078,0,0,0,0,0,0,1216.88888888889,26.6056593812503,NA,NA,2019,0,NA,NA
"66","SRS","Dry","Pond","L.gul3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925925925925926,0.188398055086813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314814814814815,0.428534683903931,0.37037037037037,0.331010424661472,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.220479275922049,0.111111111111111,0.333333333333333,0,0,0,0,1191.44444444444,20.1749294367484,NA,NA,2019,0,NA,NA
"67","SRS","Dry","Pond","L.gul4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208333333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.577350269189626,0,0,0,0,0.208333333333333,0.25,0,0,0,0,0,0,0.0833333333333333,0.166666666666667,0,0,0,0,0,0,1209,32.3213036040731,NA,NA,2019,0,NA,NA
"68","SRS","Dry","Pond","L.mac1",0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.176776695296637,0,0,0,0,0,0,0,0,0.25,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.176776695296637,0.125,0.176776695296637,0.375,0.176776695296637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264.5,3.53553390593274,NA,NA,2019,0,NA,NA
"69","SRS","Dry","Pond","L.mar1",0,0,0,0,0,0,0.0357142857142857,0.0944911182523068,0,0,0.168650793650794,0.288722861326493,0.0357142857142857,0.0944911182523068,0,0,0,0,0.0496031746031746,0.0892416116827342,0,0,0.0337301587301587,0.0577445722652986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571428571429,0.449867705421219,0.0714285714285714,0.188982236504614,0.0357142857142857,0.0944911182523068,0.107142857142857,0.196698948117361,0,0,0,0,0,0,0.0158730158730159,0.0419960525565808,0,0,0.0178571428571429,0.0472455591261534,0,0,1297,4.32049379893857,NA,NA,2019,0,NA,NA
"70","SRS","Dry","Pond","L.pla1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0.301511344577764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303030303030303,0.458367767301552,0.484848484848485,0.502518907629606,0,0,0,0,0.0303030303030303,0.100503781525921,0,0,0,0,0.0909090909090909,0.301511344577764,0,0,0,0,0,0,0,0,1319.18181818182,10.8703098559165,NA,NA,2019,0,NA,NA
"71","SRS","Dry","Pond","L.pun2",0,0,0,0,0,0,0,0,0,0,0.153846153846154,0.307692307692308,0,0,0,0,0,0,0,0,0,0,0.144230769230769,0.239935477848883,0,0,0,0,0,0,0.0192307692307692,0.0384615384615385,0.5,0.577350269189626,0,0,0,0,0,0,0,0,0.125,0.25,0,0,0,0,0,0,0.0192307692307692,0.0384615384615385,0,0,0.0192307692307692,0.0384615384615385,0,0,0.0192307692307692,0.0384615384615385,0,0,1361.5,2.64575131106459,NA,NA,2019,0,NA,NA
"72","SRS","Dry","Pond","L.pun3",0,0,0,0,0,0,0.5,0.707106781186548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.707106781186548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368,9.89949493661167,NA,NA,2019,0,NA,NA
"73","SRS","Dry","Pond","M.sal1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1457,NA,NA,NA,2019,NA,NA,NA
"74","SRS","Dry","Pond","N.flo1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1538,NA,NA,NA,2019,NA,NA,NA
"75","SRS","Dry","Pond","P.lat2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.273861278752583,0,0,0,0,0,0,0.0833333333333333,0.204124145231932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.258198889747161,0,0,0,0,0,0,1629.16666666667,7.08284312029193,NA,NA,2019,0,NA,NA
"76","SRS","Dry","Pond","R.gry2",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1638,NA,NA,NA,2019,NA,NA,NA
"77","SRS","Dry","Pond","S.lac1",0.0555555555555556,0.0785674201318386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.707106781186548,0,0,0,0,0.0555555555555556,0.0785674201318386,0,0,0,0,0.388888888888889,0.54997194092287,0,0,0,0,0,0,0,0,0,0,1654,1.4142135623731,NA,NA,2019,0,NA,NA
"78","SRS","Wet","Marsh","A.cal2",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.5,NA,0,NA,0,NA,4,NA,NA,NA,2018,NA,NA,NA
"79","SRS","Wet","Marsh","A.nat2",0,NA,0,NA,0,NA,0.037037037037037,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.037037037037037,NA,0,NA,0.777777777777778,NA,0.111111111111111,NA,0,NA,0,NA,0.037037037037037,NA,0,NA,0,NA,0,NA,0,NA,7,NA,NA,NA,2018,NA,NA,NA
"80","SRS","Wet","Marsh","A.nat4",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,25,NA,NA,NA,2018,NA,NA,NA
"81","SRS","Wet","Marsh","C.bat1",0,0,0,0,0,0,0.03125,0.0883883476483184,0,0,0.125,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0.015625,0.0441941738241592,0.015625,0.0441941738241592,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0.372011904571422,0.177083333333333,0.339781383964585,0,0,0.03125,0.0883883476483184,0.322916666666667,0.403819806978232,0,0,0,0,0.078125,0.17598574414667,0,0,0.015625,0.0441941738241592,0,0,0,0,60.125,3.48209706929603,NA,NA,2018,0,NA,0
"82","SRS","Wet","Marsh","C.oce1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,72,NA,NA,NA,2018,NA,NA,NA
"83","SRS","Wet","Marsh","C.und1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.577350269189626,0.333333333333333,0.577350269189626,0,0,0,0,0,0,1646,1,NA,NA,2018,0,NA,0
"84","SRS","Wet","Marsh","C.uro1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329365079365079,0.058010816509437,0,0,0,0,0,0,0,0,0.00701754385964912,0.0271788304997012,0,0,0,0,0.00289855072463768,0.0112260386846592,0.0190890269151139,0.0437792010344924,0.0423809523809524,0.0953154447799801,0.875968423474144,0.156296766809869,0.0085978835978836,0.0287299029483776,0,0,0,0,0.0111111111111111,0.0430331482911935,0,0,0,0,0,0,0,0,93.6666666666667,10.9653132758757,NA,NA,2018,0,NA,NA
"85","SRS","Wet","Marsh","C.uro2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.166666666666667,0,0,0,0,0,0,0.125,0.25,0,0,0,0,0,0,0,0,0.208333333333333,0.25,0.25,0.5,0.333333333333333,0.471404520791032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.25,2.75378527364305,NA,NA,2018,0,NA,NA
"86","SRS","Wet","Marsh","C.var1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,121,NA,NA,NA,2018,NA,NA,NA
"87","SRS","Wet","Marsh","E.eve1",0.25,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0.25,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1.4142135623731,NA,NA,2018,0,NA,NA
"88","SRS","Wet","Marsh","E.glo1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.818181818181818,NA,0.0909090909090909,NA,0,NA,0,NA,0.0909090909090909,NA,0,NA,0,NA,0,NA,0,NA,194,NA,NA,NA,2018,NA,NA,NA
"89","SRS","Wet","Marsh","E.suc1",0.114285714285714,0.103015750727543,0,0,0,0,0,0,0,0,0.44077380952381,0.353283086491103,0.0833333333333333,0.144337567297406,0,0,0,0,0.0952380952380952,0.164957219768465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208333333333333,0.0360843918243516,0,0,0,0,0,0,0.0729166666666667,0.126295371385231,0,0,0,0,0,0,0.172619047619048,0.189263251137912,0,0,0,0,0,0,0,0,0,0,203,1,NA,NA,2018,0,NA,NA
"90","SRS","Wet","Marsh","F.chr1",0,0,0.00714285714285714,0.0267261241912424,0,0,0,0,0,0,0.0714285714285714,0.267261241912424,0.0857142857142857,0.187522892375398,0.0357142857142857,0.133630620956212,0.0714285714285714,0.267261241912424,0,0,0.0142857142857143,0.0534522483824849,0,0,0.0535714285714286,0.14473355588046,0,0,0,0,0,0,0.0464285714285714,0.12163040756306,0.242176870748299,0.349142914809966,0,0,0,0,0,0,0.134013605442177,0.282854165219445,0.0642857142857143,0.164584057818223,0.128571428571429,0.278536205155483,0,0,0.0452380952380952,0.115178896791809,0,0,0,0,0,0,0,0,0,0,268.5,37.5801707123482,NA,NA,2018,0,NA,NA
"91","SRS","Wet","Marsh","G.hol1",0,0,0.0218253968253968,0.0661255046580353,0,0,0,0,0,0,0,0,0,0,0.0243055555555556,0.0648063039074425,0,0,0,0,0,0,0.037037037037037,0.122014083023493,0.520734126984127,0.450959003338896,0,0,0,0,0.0277777777777778,0.0857492925712544,0.111111111111111,0.323380833381777,0.0509259259259259,0.164542564791537,0,0,0,0,0,0,0.206283068783069,0.314351439724695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.666666666667,58.5882943538564,NA,NA,2018,0,NA,NA
"92","SRS","Wet","Marsh","G.hol2",0,0,0.108974358974359,0.209938416044211,0,0,0,0,0,0,0,0,0.0222222222222222,0.0942809041582063,0.015491452991453,0.0368937962603248,0.0436507936507936,0.12283879306215,0,0,0,0,0.0458333333333333,0.125513650534865,0.383725071225071,0.293119265588149,0,0,0.0111111111111111,0.0471404520791032,0.0319444444444444,0.0766032346285427,0.030982905982906,0.0812106375597431,0.123148148148148,0.178222473966316,0.025,0.0732642276887127,0,0,0,0,0.116605616605617,0.199870280814937,0.0413105413105413,0.121987666377633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.388888888889,59.7072651889188,NA,NA,2018,0,NA,NA
"93","SRS","Wet","Marsh","H.for1",0,0,0,0,0,0,0,0,0,0,0.229166666666667,0.366639609391297,0.166666666666667,0.356348322549899,0,0,0,0,0.0416666666666667,0.117851130197758,0,0,0.15625,0.35197148829334,0,0,0,0,0,0,0,0,0,0,0.125,0.231455024943138,0,0,0,0,0,0,0.125,0.353553390593274,0,0,0,0,0,0,0.125,0.353553390593274,0,0,0.03125,0.0883883476483184,0,0,0,0,0,0,656.625,10.6225837588736,NA,NA,2018,0,NA,NA
"94","SRS","Wet","Marsh","H.for2",0,0,0,0,0,0,0,0,0,0,0.414285714285714,0.423782770691181,0.152380952380952,0.211355628773068,0,0,0,0,0,0,0,0,0.166666666666667,0.235702260395516,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.235702260395516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.223606797749979,0,0,0,0,0,0,653.2,10.0349389634417,NA,NA,2018,0,NA,NA
"95","SRS","Wet","Marsh","H.let1",0.015625,0.0765465544619743,0,0,0,0,0,0,0,0,0,0,0,0,0.0111607142857143,0.0379035883493954,0,0,0.0194444444444444,0.0821902274869946,0.00595238095238095,0.0291605921759902,0.13989898989899,0.233663193882912,0.00378787878787879,0.0185567404756301,0,0,0,0,0.0104166666666667,0.0510310363079829,0.0365079365079365,0.106226044481608,0.105082070707071,0.208839005326255,0,0,0,0,0.0423611111111111,0.0938931408578978,0.061228354978355,0.140567801575879,0.460601551226551,0.317367767280093,0.0476370851370851,0.0786836157713745,0,0,0,0,0.0343434343434343,0.104479716845983,0,0,0,0,0.00595238095238095,0.0291605921759902,0,0,753.875,9.98395451843041,NA,NA,2018,0,NA,NA
"96","SRS","Wet","Marsh","J.flo1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.288675134594813,0,0,0,0,0,0,831,2.64575131106459,NA,NA,2018,0,NA,NA
"97","SRS","Wet","Marsh","J.flo2",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,828,NA,NA,NA,2018,NA,NA,NA
"98","SRS","Wet","Marsh","L.goo1",0,0,0,0,0,0,0,0,0,0,0.163616071428571,0.223223637370242,0.357738095238095,0.332638163998282,0,0,0,0,0.0286458333333333,0.0946713980625147,0,0,0.0922619047619048,0.160044164350675,0,0,0,0,0,0,0,0,0,0,0.0568452380952381,0.114450526003572,0,0,0,0,0,0,0,0,0.117261904761905,0.267271847306842,0,0,0,0,0.0267857142857143,0.0777008041527653,0,0,0.156845238095238,0.187601068754238,0,0,0,0,0,0,1010,58.6083043035143,NA,NA,2018,0,NA,NA
"99","SRS","Wet","Marsh","L.goo2",0.0297619047619048,0.0884484553381272,0,0,0,0,0,0,0,0,0.15277586996337,0.163382240400182,0.284512362637363,0.227024333562291,0,0,0.00961538461538462,0.0384615384615385,0,0,0,0,0.0648809523809524,0.0853530748847998,0,0,0,0,0,0,0,0,0.0182291666666667,0.0503891109268659,0.118824404761905,0.142693172266807,0,0,0,0,0,0,0.015625,0.0625,0.240894001831502,0.194693773195943,0,0,0,0,0.0104166666666667,0.0416666666666667,0,0,0.0544642857142857,0.0822152889765438,0,0,0,0,0,0,998.4375,71.5299179830836,NA,NA,2018,0,NA,NA
"100","SRS","Wet","Marsh","L.mac1",0.159102074396192,0.263902145931528,0,0,0,0,0.0666996210248805,0.187680867692154,0,0,0,0,0,0,0.00962566844919786,0.0327117544247555,0,0,0,0,0,0,0.0488574768025232,0.079496420089165,0,0,0,0,0,0,0,0,0.0053475935828877,0.0220486931851212,0.218124857598542,0.371664489142612,0.0106951871657754,0.0440973863702424,0.00980392156862745,0.0404226041727222,0.0329754853146175,0.0610565566601336,0.0186421937195931,0.0363120370114039,0.0294117647058824,0.121267812518166,0.0913730833756785,0.204557508171682,0,0,0.27132986781381,0.408246351333645,0.0196078431372549,0.0808452083454443,0.00840336134453781,0.0346479464337619,0,0,0,0,0,0,1250,5.04975246918104,NA,NA,2018,0,NA,NA
"101","SRS","Wet","Marsh","L.mic1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.0577350269189626,0,0,0.911111111111111,0.101835015443463,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0.0509175077217316,0,0,1278,4.35889894354067,NA,NA,2018,0,NA,NA
"102","SRS","Wet","Marsh","L.mic2",0.0246913580246914,0.0427666866066389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119047619047619,0.0206196524710581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0.0213833433033195,0,0,0.939153439153439,0.0563063403539491,0,0,0,0,0,0,0,0,0.0119047619047619,0.0206196524710581,0,0,0,0,0,0,1275,2.64575131106459,NA,NA,2018,0,NA,0
"103","SRS","Wet","Marsh","L.pun2",0.133333333333333,0.23094010767585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.288675134594813,0,0,0,0,0,0,0,0,0.0555555555555556,0.0962250448649376,0.0666666666666667,0.115470053837925,0.466666666666667,0.503322295684717,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.192450089729875,0,0,1358.66666666667,8.38649708360608,NA,NA,2018,0,NA,0
"104","SRS","Wet","Marsh","M.sia1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1535,NA,NA,NA,2018,NA,NA,NA
"105","SRS","Wet","Marsh","O.aur1",0.1,0.224982852570184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.180020574955774,0.691666666666667,0.33344905398717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.158113883008419,0,0,0,0,0,0,0,0,0.075,0.237170824512628,0,0,0,0,0,0,0,0,0,0,1590.2,5.11642236115997,NA,NA,2018,0,NA,0
"106","SRS","Wet","Marsh","P.axa1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1636,NA,NA,NA,2018,NA,NA,NA
"107","SRS","Wet","Marsh","P.lat2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.353553390593274,0,0,0,0,0,0,1604.5,0.707106781186548,NA,NA,2018,0,NA,NA
"108","SRS","Wet","Marsh","S.lac1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.333333333333333,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.333333333333333,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.333333333333333,NA,0,NA,0,NA,1652,NA,NA,NA,2018,NA,NA,NA
