Date,Year,Season,Slough,Site,Habitat,Method,Species,ID,Count,Wet mass (g),Comments,Entered By,Checked By,Processed,-80 Freezer,Freeze Drier,Dried,Crushed,Isotope,Decarb
4/26/2019,2019,DRY,TSL,AH3,MARSH,TT3,PALPAL,PP501,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,CORIXI,CX10,1,0.001,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,CELSPP,CS32,3,0.194,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,CELSPP,CS33,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,CELSPP,CS34,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP502,26,2.578,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP503,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP504,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP505,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP506,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP507,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP508,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP509,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP510,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP511,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP512,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP513,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP514,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP515,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP516,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP517,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP518,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP519,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP520,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP521,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP522,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP523,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP524,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP525,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP526,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT3,PALPAL,PP527,,,,SS,VG,Y,Y,N,N,N,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,CELSPP,CS35,12,1.851,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,CELSPP,CS36,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,CELSPP,CS37,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,CELSPP,CS38,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,CELSPP,CS39,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,CELSPP,CS40,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,CELSPP,CS41,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,CELSPP,CS42,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,CELSPP,CS43,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,CELSPP,CS44,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,CELSPP,CS45,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,CELSPP,CS46,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,GERRID,GR03,2,0.019,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,GERRID,GR04,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PELFEM,PF23,2,0.075,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PELFEM,PF24,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP528,32,2.989,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP529,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP530,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP531,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP532,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP533,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP534,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP535,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP536,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP537,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP538,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP539,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP540,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP541,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP542,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP543,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP544,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP545,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP546,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP547,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP548,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP549,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP550,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP551,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP552,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP553,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP554,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP555,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP556,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP557,,,2 GRAVID PP558-PP559,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP558,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,PALPAL,PP559,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH2,MARSH,TT2,COENAG,CN12,1,0.02,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP560,41,3.209,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP561,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP562,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP563,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP564,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP565,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP566,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP567,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP568,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP569,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP570,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP571,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP572,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP573,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP574,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP575,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP576,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP577,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP578,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP579,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP580,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP581,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP582,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP583,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP584,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP585,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP586,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP587,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP588,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP589,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP590,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP591,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP592,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP593,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP594,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP595,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP596,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP597,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP598,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP599,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PALPAL,PP600,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,BELSPP,BS02,1,0.022,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,CELSPP,CS47,2,0.438,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,CELSPP,CS48,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PELFEM,PF25,5,0.137,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PELFEM,PF26,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PELFEM,PF27,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PELFEM,PF28,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,PELFEM,PF29,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,CORIXI,CX11,4,0.011,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,CORIXI,CX12,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,CORIXI,CX13,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,CORIXI,CX14,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,GERRID,GR05,2,0.012,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,GERRID,GR06,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,TT2,SPIDER,SP05,1,0.007,,SS,VG,Y,Y,Y,Y,Y,N,N
4/25/2019,2019,DRY,TSL,AH2,MARSH,TT2,COENAG,CN13,1,0.025,,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2109,2109,DRY,TSL,AH9,POND,FR,SPIDER,SP04,1,0.013,,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,CATB,MARSH,MT,PALPAL,PP600,8,1.14,2 in cup still,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,CATB,MARSH,MT,PALPAL,PP601,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,CATB,MARSH,MT,PALPAL,PP602,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,CATB,MARSH,MT,PALPAL,PP603,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,CATB,MARSH,MT,PALPAL,PP604,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,CATB,MARSH,MT,PALPAL,PP605,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,CATB,MARSH,MT,PALPAL,PP606,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,CATB,MARSH,MT,PALPAL,PP607,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,FR,AMPHIPOD,AP10,20,1.051,added 35,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH5,MARSH,FR,AMPHIPOD,AP11,20,1.056,added 30,SS,VG,Y,Y,Y,Y,Y,N,N
4/29/2019,2019,DRY,TSL,AH2,MARSH,FR,AMPHIPOD,AP12,20,1.063,added 35,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,AHWG16,MARSH,FR,AMPHIPOD,AP13,20,1.055,added 58,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,AH13,MARSH,FR,AMPHIPOD,AP14,20,1.057,added 56,SS,VG,Y,Y,Y,Y,Y,N,N
3/18/2019,2019,DRY,SRS,LJB,MARSH,FR,AMPHIPOD,AP15,20,1.066,added 50,SS,VG,Y,Y,Y,Y,Y,N,N
3/14/2019,2019,DRY,SRS,CATB,MARSH,DF,PALPAL,PP608,10,2.085,,SS,VG,Y,Y,Y,Y,Y,N,N
3/14/2019,2019,DRY,SRS,CATB,MARSH,DF,PALPAL,PP609,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/14/2019,2019,DRY,SRS,CATB,MARSH,DF,PALPAL,PP610,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/14/2019,2019,DRY,SRS,CATB,MARSH,DF,PALPAL,PP611,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/14/2019,2019,DRY,SRS,CATB,MARSH,DF,PALPAL,PP612,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/14/2019,2019,DRY,SRS,CATB,MARSH,DF,PALPAL,PP613,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/14/2019,2019,DRY,SRS,CATB,MARSH,DF,PALPAL,PP614,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/14/2019,2019,DRY,SRS,CATB,MARSH,DF,PALPAL,PP615,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/14/2019,2019,DRY,SRS,CATB,MARSH,DF,PALPAL,PP616,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/14/2019,2019,DRY,SRS,CATB,MARSH,DF,PALPAL,PP617,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,AHWG16,POND,TT1,BRAGRA,BG01,1,0.141,,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,AHWG16,POND,TT1,COENAG,CN14,1,0.001,,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,AHWG16,POND,TT1,PALPAL,PP618,10,0.877,pp615-pp617 gravid,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,AHWG16,POND,TT1,PALPAL,PP619,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,AHWG16,POND,TT1,PALPAL,PP620,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,AHWG16,POND,TT1,PALPAL,PP621,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,AHWG16,POND,TT1,PALPAL,PP622,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,AHWG16,POND,TT1,PALPAL,PP623,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,AHWG16,POND,TT1,PALPAL,PP624,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,AHWG16,POND,TT1,PALPAL,PP625,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,AHWG16,POND,TT1,PALPAL,PP626,,,,SS,VG,Y,Y,Y,Y,Y,N,N
3/15/2019,2019,DRY,SRS,AHWG16,POND,TT1,PALPAL,PP627,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,PALPAL,PP628,10,1.178," 3 GRAVID PP628, PP629, PP634",SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,PALPAL,PP629,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,PALPAL,PP630,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,PALPAL,PP631,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,PALPAL,PP632,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,PALPAL,PP633,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,PALPAL,PP634,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,PALPAL,PP635,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,PALPAL,PP636,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,PALPAL,PP637,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,PELFEM,PF31,2,0.039,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,PELFEM,PF32,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,EPHEME,EM04,1,0.006,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,SPIDER,SP06,1,0.015,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,CORIXI,CX15,1,0.0001,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,BRAGRA,BG02,1,0.13,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,CELSPP,CS49,10,0.745,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,CELSPP,CS50,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,CELSPP,CS51,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,CELSPP,CS52,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,CELSPP,CS53,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,CELSPP,CS54,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,CELSPP,CS55,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,CELSPP,CS56,,,,SS,VG,Y,Y,Y,Y,Y,N,N
4/26/2019,2019,DRY,TSL,AHMDB,MARSH,TT2,CELSPP,CS57,,,,SS,VG,Y,Y,Y,Y,Y,N,N
