ID,Diet_Item,Count,Volume,Comments
LG268,Chironomid,3,0.001,NA
LG269,Chironomid,3,0.001,NA
LG270,Chironomid,3,0.001,NA
LG271,Chironomid,18,0.001,NA
LG277,Chironomid,3,0.001,NA
LG278,Chironomid,3,0.001,NA
LG279,Chironomid,2,0.001,NA
LG281,Chironomid,1,0.001,NA
LG282,Chironomid,2,0.001,NA
LG283,Chironomid,4,0.001,NA
LG284,Chironomid,3,0.001,NA
LG285,Chironomid,12,0.001,NA
LG287,Chironomid,15,0.005,NA
LG289,Chironomid,2,0.001,NA
LG291,Chironomid,3,0.001,NA
LG292,Chironomid,3,0.001,NA
LG293,Chironomid,5,0.001,NA
LG294,Chironomid,3,0.001,NA
LG295,Chironomid,1,0.001,NA
LG296,Chironomid,5,0.001,NA
LG297,Chironomid,2,0.001,NA
LG300,Chironomid,10,0.001,NA
LG301,Chironomid,7,0.001,NA
LG302,Chironomid,11,0.001,NA
LG303,Chironomid,8,0.001,NA
LG304,Chironomid,3,0.001,NA
LG305,Chironomid,5,0.001,NA
LG306,Chironomid,8,0.001,NA
LG308,Chironomid,5,0.001,NA
LG309,Chironomid,6,0.001,NA
LG310,Chironomid,12,0.001,NA
LG311,Chironomid,3,0.001,NA
LG313,Chironomid,2,0.001,NA
LG314,Chironomid,7,0.001,NA
LG316,Chironomid,1,0.001,NA
LG317,Chironomid,5,0.001,NA
LG318,Chironomid,4,0.001,NA
LG319,Chironomid,4,0.001,NA
LG320,Chironomid,6,0.001,NA
LG321,Chironomid,6,0.001,NA
LG322,Chironomid,6,0.001,NA
LG329,Chironomid,3,0.001,NA
LG330,Chironomid,3,0.001,NA
LG345,Chironomid,1,0.001,NA
LG347,Chironomid,5,0.001,NA
LG348,Chironomid,6,0.001,NA
LG349,Chironomid,6,0.001,NA
LG350,Chironomid,14,0.001,NA
LG360,Chironomid,1,0.001,NA
LG361,Chironomid,2,0.001,NA
LG362,Chironomid,2,0.001,NA
LG363,Chironomid,2,0.001,NA
LG365,Chironomid,2,0.001,NA
LG386,Chironomid,1,0.001,NA
LG387,Chironomid,2,0.001,NA
LG389,Chironomid,3,0.001,NA
LG391,Chironomid,7,0.001,NA
LG396,Chironomid,1,0.001,NA
LG399,Chironomid,1,0.001,NA
LG400,Chironomid,3,0.001,NA
LG401,Chironomid,4,0.001,NA
LG402,Chironomid,2,0.001,NA
LG403,Chironomid,4,0.001,NA
LG405,Chironomid,4,0.001,NA
LG406,Chironomid,3,0.001,NA
LG407,Chironomid,7,0.001,NA
LG434,Chironomid,1,0.001,NA
LG442,Chironomid,1,0.001,NA
LG445,Chironomid,4,0.001,NA
LG447,Chironomid,1,0.001,NA
LG449,Chironomid,1,0.001,NA
LG450,Chironomid,1,0.001,NA
LG451,Chironomid,1,0.001,NA
LG457,Chironomid,1,0.001,NA
LG458,Chironomid,1,0.001,NA
LG460,Chironomid,1,0.001,NA
LG461,Chironomid,3,0.001,NA
LG462,Chironomid,1,0.001,NA
LG464,Chironomid,3,0.001,NA
LG468,Chironomid,4,0.001,NA
LG473,Chironomid,4,0.001,NA
LG479,Chironomid,2,0.001,NA
LG480,Chironomid,8,0.001,NA
LG482,Chironomid,12,0.005,NA
LG483,Chironomid,2,0.001,NA
LG503,Chironomid,2,0.001,NA
LG504,Chironomid,3,0.001,NA
LG513,Chironomid,1,0.001,NA
LG514,Chironomid,1,0.001,NA
LG521,Chironomid,2,0.001,NA
LG522,Chironomid,1,0.001,NA
LG524,Chironomid,1,0.001,NA
LG527,Chironomid,2,0.001,NA
LG528,Chironomid,7,0.001,NA
LG529,Chironomid,2,0.001,NA
LG530,Chironomid,14,0.005,NA
LG572,Chironomid,1,0.001,NA
LG584,Chironomid,4,0.001,NA
LG587,Chironomid,1,0.001,NA
LG589,Chironomid,2,0.001,NA
LG591,Chironomid,1,0.001,NA
LG593,Chironomid,2,0.001,NA
LG595,Chironomid,2,0.001,NA
LG625,Chironomid,8,0.001,NA
LG631,Chironomid,9,0.001,NA
LG637,Chironomid,3,0.001,NA
LG639,Chironomid,4,0.001,NA
LG646,Chironomid,2,0.001,NA
LG647,Chironomid,1,0.001,NA
LG649,Chironomid,6,0.001,NA
LG696,Chironomid,3,0.001,NA
LG701,Chironomid,1,0.001,NA
LG703,Chironomid,1,0.001,NA
LG704,Chironomid,2,0.001,NA
LG708,Chironomid,1,0.001,NA
LG726,Chironomid,1,0.001,NA
LG727,Chironomid,2,0.001,NA
LG731,Chironomid,1,0.001,NA
LG733,Chironomid,5,0.001,NA
LG740,Chironomid,1,0.001,NA
LG741,Chironomid,1,0.001,NA
LG745,Chironomid,4,0.001,NA
LG746,Chironomid,6,0.001,NA
LG749,Chironomid,6,0.001,NA
LG750,Chironomid,7,0.001,NA
LG754,Chironomid,5,0.001,NA
LG757,Chironomid,4,0.001,NA
LG758,Chironomid,1,0.001,NA
LG759,Chironomid,1,0.001,NA
LG763,Chironomid,7,0.001,NA
LG769,Chironomid,11,0.001,NA
LG770,Chironomid,8,0.001,NA
LG771,Chironomid,4,0.001,NA
LG773,Chironomid,2,0.001,NA
LG774,Chironomid,1,0.001,NA
LG775,Chironomid,1,0.001,NA
LG778,Chironomid,1,0.001,NA
LG779,Chironomid,6,0.001,NA
LG780,Chironomid,4,0.001,NA
LG790,Chironomid,12,0.001,NA
LG791,Chironomid,4,0.001,NA
LG793,Chironomid,9,0.001,NA
LG794,Chironomid,4,0.001,NA
LG795,Chironomid,5,0.001,NA
LG797,Chironomid,6,0.001,NA
LG799,Chironomid,5,0.001,NA
LG800,Chironomid,4,0.001,NA
LG826,Chironomid,3,0.001,NA
LG829,Chironomid,1,0.001,NA
LG832,Chironomid,4,0.001,NA
LG833,Chironomid,6,0.001,NA
LG837,Chironomid,3,0.001,NA
LG839,Chironomid,3,0.001,NA
LG840,Chironomid,4,0.001,NA
LG842,Chironomid,3,0.001,NA
LG844,Chironomid,3,0.001,NA
LG845,Chironomid,3,0.001,NA
LG846,Chironomid,26,0.01,NA
LG847,Chironomid,38,0.01,NA
LG848,Chironomid,14,0.005,NA
LG849,Chironomid,18,0.001,NA
LG850,Chironomid,9,0.001,NA
LG851,Chironomid,18,0.005,NA
LG852,Chironomid,15,0.005,NA
LG853,Chironomid,32,0.005,NA
LG854,Chironomid,17,0.005,NA
LG855,Chironomid,11,0.001,NA
LG856,Chironomid,23,0.005,NA
LG857,Chironomid,18,0.005,NA
LG858,Chironomid,28,0.005,NA
LG859,Chironomid,15,0.005,NA
LG860,Chironomid,6,0.001,NA
LG861,Chironomid,12,0.001,NA
LG862,Chironomid,14,0.005,NA
LG863,Chironomid,15,0.005,NA
LG864,Chironomid,15,0.005,NA
LG865,Chironomid,7,0.001,NA
LG872,Chironomid,2,0.001,NA
LG873,Chironomid,2,0.001,NA
LG874,Chironomid,2,0.001,NA
LG875,Chironomid,8,0.001,NA
LG878,Chironomid,3,0.001,NA
LG880,Chironomid,1,0.001,NA
LG881,Chironomid,2,0.001,NA
LG883,Chironomid,6,0.001,NA
LG892,Chironomid,3,0.001,NA
LG904,Chironomid,16,0.005,NA
LG905,Chironomid,36,0.01,NA
LG906,Chironomid,21,0.005,NA
LG907,Chironomid,12,0.001,NA
LG908,Chironomid,11,0.005,NA
LG909,Chironomid,8,0.001,NA
LG911,Chironomid,6,0.001,NA
LG912,Chironomid,12,0.001,NA
LG913,Chironomid,9,0.001,NA
LG914,Chironomid,3,0.001,NA
LG915,Chironomid,4,0.001,NA
LG916,Chironomid,2,0.001,NA
LG917,Chironomid,16,0.005,NA
LMr102,Chironomid,5,0.005,NA
LMr103,Chironomid,5,0.001,NA
LMr104,Chironomid,1,0.001,NA
LMr106,Chironomid,5,0.001,NA
LPu26,Chironomid,8,0.001,NA
HP06,Chironomid ,1,0.001,NA
NP18,Chironomid larvae,3,0.001,head capsules
HP06,Cladocera,1,0.001,NA
LP31,Cladocera,1,0.001,NA
LMa26,Cladocera,1,0.001,NA
EE56,Cladocera,2,0.001,NA
EE67,Cladocera,1,0.001,NA
LS18,Cladocera,9,0.001,NA
LS19,Cladocera,12,0.001,NA
LS22,Cladocera,3,0.001,NA
NP105,Cladocera,4,0.001,NA
NP106,Cladocera,7,0.001,NA
NP107,Cladocera,3,0.001,NA
NP108,Cladocera,1,0.001,NA
NP109,Cladocera,4,0.001,NA
NP110,Cladocera,5,0.001,NA
NP111,Cladocera,5,0.001,NA
FC30,Cladocera,3,0.001,NA
FC31,Cladocera,3,0.001,NA
FC34,Cladocera,3,0.001,NA
FC48,Cladocera,12,0.001,NA
FC53,Cladocera,1,0.001,NA
FC54,Cladocera,14,0.001,NA
FC58,Cladocera,7,0.001,NA
FC64,Cladocera,6,0.001,NA
FC65,Cladocera,7,0.001,NA
FC67,Cladocera,7,0.001,NA
FC115,Cladocera,4,0.001,NA
FC117,Cladocera,1,0.001,NA
FC122,Cladocera,4,0.001,NA
FC123,Cladocera,21,0.001,NA
FC124,Cladocera,14,0.001,NA
FC127,Cladocera,15,0.001,NA
FC128,Cladocera,6,0.001,NA
FC143,Cladocera,12,0.001,NA
FC153,Cladocera,1,0.001,NA
HF16,Cladocera,2,0.001,NA
HF22,Cladocera,4,0.001,NA
HF23,Cladocera,4,0.001,NA
HF27,Cladocera,4,0.001,NA
HF33,Cladocera,11,0.001,NA
HF34,Cladocera,2,0.001,NA
HF38,Cladocera,4,0.001,NA
HF39,Cladocera,28,0.001,NA
HF43,Cladocera,1,0.001,NA
HF51,Cladocera,2,0.001,NA
HF54,Cladocera,1,0.001,NA
HF56,Cladocera,4,0.001,NA
HF60,Cladocera,4,0.001,NA
HF63,Cladocera,6,0.001,NA
HF64,Cladocera,1,0.001,NA
HF65,Cladocera,2,0.001,NA
HF66,Cladocera,2,0.001,NA
HF67,Cladocera,5,0.001,NA
HF80,Cladocera,2,0.001,NA
LMr100,Cladocera,1,0.001,NA
HF81,Cladocera,2,0.001,NA
HF82,Cladocera,3,0.001,NA
HF86,Cladocera,15,0.001,NA
HF87,Cladocera,4,0.001,NA
HF88,Cladocera,3,0.001,head capsules
HF89,Cladocera,2,0.001,NA
HF90,Cladocera,4,0.001,NA
HF96,Cladocera,1,0.001,NA
HF103,Cladocera,1,0.001,NA
HF104,Cladocera,5,0.001,NA
HF105,Cladocera,3,0.001,NA
HF106,Cladocera,2,0.001,NA
HF107,Cladocera,1,0.001,NA
HF127,Cladocera,2,0.001,NA
HF128,Cladocera,5,0.001,NA
HF137,Cladocera,3,0.001,NA
HF140,Cladocera,1,0.001,NA
HF141,Cladocera,1,0.001,NA
HF143,Cladocera,2,0.001,NA
HF144,Cladocera,2,0.001,NA
HF172,Cladocera,1,0.001,NA
HF185,Cladocera,5,0.001,NA
HF187,Cladocera,2,0.001,NA
HF188,Cladocera,1,0.001,NA
HF200,Cladocera,1,0.001,NA
HF211,Cladocera,1,0.001,NA
HF223,Cladocera,3,0.001,NA
HF224,Cladocera,1,0.001,NA
HF254,Cladocera,4,0.001,NA
HF256,Cladocera,9,0.001,NA
HF257,Cladocera,6,0.001,NA
HF258,Cladocera,3,0.001,NA
HF268,Cladocera,6,0.001,NA
HF269,Cladocera,2,0.001,NA
HF270,Cladocera,9,0.001,NA
HF271,Cladocera,7,0.001,NA
HF272,Cladocera,8,0.001,NA
HF273,Cladocera,11,0.001,NA
HF274,Cladocera,5,0.001,NA
HF275,Cladocera,9,0.001,NA
GH33,Cladocera,1,0.001,NA
GH46,Cladocera,3,0.001,NA
GH55,Cladocera,1,0.001,NA
GH57,Cladocera,2,0.001,NA
GH60,Cladocera,4,0.001,NA
GH74,Cladocera,2,0.001,NA
GH103,Cladocera,2,0.001,NA
GH195,Cladocera,2,0.001,NA
GH243,Cladocera,3,0.001,NA
GH277,Cladocera,6,0.001,NA
GH318,Cladocera,1,0.001,NA
GH319,Cladocera,1,0.001,NA
GH322,Cladocera,1,0.001,NA
GH324,Cladocera,7,0.001,NA
GH329,Cladocera,5,0.001,NA
GH332,Cladocera,1,0.001,NA
GH371,Cladocera,1,0.001,NA
GH413,Cladocera,1,0.001,NA
GH415,Cladocera,1,0.001,NA
GH427,Cladocera,4,0.001,NA
GH433,Cladocera,1,0.001,NA
GH444,Cladocera,3,0.001,NA
GH447,Cladocera,5,0.001,NA
GH455,Cladocera,4,0.001,NA
GH478,Cladocera,9,0.001,NA
GH486,Cladocera,1,0.001,NA
GH488,Cladocera,4,0.001,NA
GH492,Cladocera,9,0.001,NA
GH561,Cladocera,4,0.001,NA
GH595,Cladocera,3,0.001,NA
GH633,Cladocera,1,0.001,NA
GH639,Cladocera,2,0.001,NA
GH642,Cladocera,2,0.001,NA
GH648,Cladocera,3,0.001,NA
GH652,Cladocera,3,0.001,NA
GH655,Cladocera,4,0.001,NA
GH659,Cladocera,44,0.001,NA
GH676,Cladocera,6,0.001,NA
GH692,Cladocera,6,0.001,NA
GH697,Cladocera,10,0.001,NA
GH698,Cladocera,21,0.001,NA
GH699,Cladocera,13,0.001,NA
GH700,Cladocera,6,0.001,NA
GH701,Cladocera,9,0.001,NA
GH702,Cladocera,8,0.001,NA
GH703,Cladocera,10,0.001,NA
GH704,Cladocera,5,0.001,NA
GH706,Cladocera,6,0.001,NA
GH707,Cladocera,2,0.001,NA
GH708,Cladocera,4,0.001,NA
GH711,Cladocera,3,0.001,NA
GH712,Cladocera,3,0.001,NA
GH713,Cladocera,9,0.001,NA
EG09,Cladocera,7,0.001,NA
EG10,Cladocera,18,0.001,NA
EG11,Cladocera,3,0.001,NA
EG12,Cladocera,18,0.001,NA
EU01,Cladocera,8,0.001,NA
EU06,Cladocera,17,0.001,NA
EU07,Cladocera,3,0.001,NA
EU08,Cladocera,14,0.001,NA
EU09,Cladocera,14,0.001,NA
EU10,Cladocera,24,0.001,NA
EU12,Cladocera,8,0.001,NA
EU16,Cladocera,6,0.01,NA
EU17,Cladocera,7,0.001,NA
EU19,Cladocera,6,0.001,NA
EU21,Cladocera,11,0.001,NA
EU24,Cladocera,3,0.001,NA
JF71,Cladocera,3,0.001,NA
JF72,Cladocera,4,0.001,NA
RT12,Cladocera,11,0.001,NA
SL02,Cladocera,7,0.001,NA
SL04,Cladocera,11,0.001,NA
MB03,Cladocera,2,0.001,NA
LL60,Cladocera,4,0.001,NA
LG259,Cladocera,3,0.001,NA
LG260,Cladocera,4,0.001,NA
LG267,Cladocera,8,0.001,NA
LG268,Cladocera,7,0.001,NA
LG269,Cladocera,6,0.001,NA
LG270,Cladocera,4,0.001,NA
LG271,Cladocera,12,0.001,NA
LG277,Cladocera,9,0.001,NA
LG278,Cladocera,7,0.001,NA
LG279,Cladocera,9,0.001,NA
LG281,Cladocera,7,0.001,NA
LG282,Cladocera,6,0.001,NA
LG283,Cladocera,8,0.001,NA
LG284,Cladocera,10,0.001,NA
LG285,Cladocera,7,0.001,NA
LG287,Cladocera,6,0.001,NA
LG291,Cladocera,6,0.001,NA
LG293,Cladocera,2,0.001,NA
LG294,Cladocera,1,0.001,NA
LG295,Cladocera,2,0.001,NA
LG296,Cladocera,1,0.001,NA
LG297,Cladocera,1,0.001,NA
LG298,Cladocera,5,0.001,NA
LG300,Cladocera,3,0.001,NA
LG301,Cladocera,15,0.001,NA
LG302,Cladocera,10,0.001,NA
LG303,Cladocera,6,0.001,NA
LG304,Cladocera,21,0.001,NA
LG305,Cladocera,5,0.001,NA
LG306,Cladocera,3,0.001,NA
LG307,Cladocera,5,0.001,NA
LG308,Cladocera,12,0.001,NA
LG309,Cladocera,10,0.001,NA
LG310,Cladocera,7,0.001,NA
LG311,Cladocera,7,0.001,NA
LG312,Cladocera,52,0.005,NA
LG313,Cladocera,7,0.001,NA
LG315,Cladocera,3,0.001,NA
LG316,Cladocera,1,0.001,NA
LG317,Cladocera,6,0.001,NA
LG318,Cladocera,13,0.001,NA
LG319,Cladocera,6,0.001,NA
LG320,Cladocera,14,0.001,NA
LG321,Cladocera,9,0.001,NA
LG322,Cladocera,12,0.001,NA
LG329,Cladocera,4,0.001,NA
LG330,Cladocera,4,0.001,NA
LG347,Cladocera,3,0.001,NA
LG350,Cladocera,6,0.001,NA
LG360,Cladocera,2,0.001,NA
LG361,Cladocera,4,0.001,NA
LG363,Cladocera,3,0.001,NA
LG364,Cladocera,5,0.001,NA
LG365,Cladocera,3,0.001,NA
LG386,Cladocera,4,0.001,NA
LG387,Cladocera,3,0.001,NA
LG389,Cladocera,5,0.001,NA
LG391,Cladocera,3,0.001,NA
LG392,Cladocera,2,0.001,NA
LG397,Cladocera,5,0.001,NA
LG399,Cladocera,2,0.001,NA
LG401,Cladocera,8,0.001,NA
LG402,Cladocera,6,0.001,NA
LG403,Cladocera,4,0.001,NA
LG404,Cladocera,3,0.001,NA
LG405,Cladocera,10,0.001,NA
LG406,Cladocera,5,0.001,NA
LG410,Cladocera,15,0.001,NA
LG413,Cladocera,10,0.001,NA
LG419,Cladocera,4,0.001,NA
LG437,Cladocera,2,0.001,NA
LG441,Cladocera,14,0.001,NA
LG442,Cladocera,5,0.001,NA
LG444,Cladocera,4,0.001,NA
LG445,Cladocera,7,0.001,NA
LG446,Cladocera,4,0.001,NA
LG447,Cladocera,4,0.001,NA
LG449,Cladocera,6,0.001,NA
LG450,Cladocera,6,0.001,NA
LG451,Cladocera,2,0.001,NA
LG454,Cladocera,7,0.001,NA
LG455,Cladocera,17,0.005,NA
LG456,Cladocera,10,0.001,NA
LG457,Cladocera,23,0.001,NA
LG458,Cladocera,7,0.001,NA
LG460,Cladocera,5,0.001,NA
LG462,Cladocera,4,0.001,NA
LG464,Cladocera,1,0.001,NA
LG465,Cladocera,8,0.001,NA
LG467,Cladocera,10,0.001,NA
LG468,Cladocera,6,0.001,NA
LG471,Cladocera,1,0.001,NA
LG472,Cladocera,1,0.001,NA
LG473,Cladocera,9,0.001,NA
LG477,Cladocera,7,0.001,NA
LG479,Cladocera,3,0.001,NA
LG480,Cladocera,3,0.001,NA
LG482,Cladocera,7,0.001,NA
LG483,Cladocera,6,0.001,NA
LG504,Cladocera,1,0.001,NA
LG509,Cladocera,2,0.001,NA
LG512,Cladocera,1,0.001,NA
LG513,Cladocera,1,0.001,NA
LG514,Cladocera,3,0.001,NA
LG516,Cladocera,2,0.001,NA
LG518,Cladocera,3,0.001,NA
LG520,Cladocera,5,0.001,NA
LG522,Cladocera,2,0.001,NA
LG524,Cladocera,3,0.001,NA
LG527,Cladocera,3,0.001,NA
LG528,Cladocera,1,0.001,NA
LG530,Cladocera,3,0.001,NA
LG565,Cladocera,5,0.001,NA
LG566,Cladocera,3,0.001,NA
LG567,Cladocera,1,0.001,NA
LG568,Cladocera,2,0.001,NA
LG570,Cladocera,9,0.001,NA
LG572,Cladocera,4,0.001,NA
LG573,Cladocera,2,0.001,NA
LG575,Cladocera,7,0.001,NA
LG577,Cladocera,3,0.001,NA
LG579,Cladocera,6,0.001,NA
LG580,Cladocera,6,0.001,NA
LG582,Cladocera,2,0.001,NA
LG583,Cladocera,3,0.001,NA
LG585,Cladocera,9,0.001,NA
LG586,Cladocera,6,0.001,NA
LG587,Cladocera,3,0.001,NA
LG588,Cladocera,3,0.001,NA
LG589,Cladocera,6,0.001,NA
LG590,Cladocera,1,0.001,NA
LG591,Cladocera,6,0.001,NA
LG593,Cladocera,3,0.001,NA
LG594,Cladocera,4,0.001,NA
LG604,Cladocera,3,0.001,NA
LG631,Cladocera,1,0.001,NA
LG633,Cladocera,5,0.001,NA
LG639,Cladocera,3,0.001,NA
LG649,Cladocera,7,0.001,NA
LG688,Cladocera,2,0.001,NA
LG689,Cladocera,3,0.001,NA
LG690,Cladocera,3,0.001,NA
LG696,Cladocera,8,0.001,NA
LG701,Cladocera,3,0.001,NA
LG703,Cladocera,4,0.001,NA
LG704,Cladocera,3,0.001,NA
LG706,Cladocera,3,0.001,NA
LG711,Cladocera,1,0.001,NA
LG713,Cladocera,1,0.001,NA
LG715,Cladocera,1,0.001,NA
LG722,Cladocera,3,0.001,NA
LG726,Cladocera,3,0.001,NA
LG728,Cladocera,2,0.05,NA
LG731,Cladocera,3,0.001,NA
LG740,Cladocera,2,0.001,NA
LG741,Cladocera,8,0.001,NA
LG743,Cladocera,5,0.001,NA
LG745,Cladocera,3,0.001,NA
LG746,Cladocera,3,0.001,NA
LG750,Cladocera,7,0.001,NA
LG752,Cladocera,5,0.001,NA
LG754,Cladocera,8,0.001,NA
LG757,Cladocera,8,0.001,NA
LG758,Cladocera,12,0.001,NA
LG759,Cladocera,4,0.001,NA
LG771,Cladocera,3,0.001,NA
LG772,Cladocera,3,0.001,NA
LG773,Cladocera,8,0.001,NA
LG774,Cladocera,3,0.001,NA
LG778,Cladocera,4,0.001,NA
LG779,Cladocera,18,0.001,NA
LG781,Cladocera,6,0.001,NA
LG782,Cladocera,2,0.001,NA
LG783,Cladocera,5,0.001,NA
LG784,Cladocera,8,0.001,NA
LG785,Cladocera,10,0.001,NA
LG786,Cladocera,2,0.001,NA
LG787,Cladocera,4,0.001,NA
LG788,Cladocera,3,0.001,NA
LG789,Cladocera,4,0.001,NA
LG792,Cladocera,4,0.001,NA
LG793,Cladocera,6,0.001,NA
LG794,Cladocera,3,0.001,NA
LG795,Cladocera,1,0.001,NA
LG796,Cladocera,1,0.001,NA
LG799,Cladocera,4,0.001,NA
LG827,Cladocera,2,0.001,NA
LG829,Cladocera,5,0.001,NA
LG832,Cladocera,6,0.001,NA
LG833,Cladocera,1,0.001,NA
LG835,Cladocera,1,0.001,NA
LG836,Cladocera,6,0.001,NA
LG840,Cladocera,3,0.001,NA
LG842,Cladocera,4,0.001,NA
LG846,Cladocera,2,0.001,NA
LG848,Cladocera,3,0.001,NA
LG849,Cladocera,1,0.001,NA
LG854,Cladocera,1,0.001,NA
LG855,Cladocera,2,0.001,NA
LG859,Cladocera,3,0.001,NA
LG861,Cladocera,3,0.001,NA
LG862,Cladocera,5,0.001,NA
LG863,Cladocera,7,0.001,NA
LG864,Cladocera,5,0.001,NA
LG865,Cladocera,3,0.001,NA
LG872,Cladocera,17,0.001,NA
LG873,Cladocera,7,0.001,NA
LG874,Cladocera,8,0.001,NA
LG875,Cladocera,2,0.001,NA
LG876,Cladocera,3,0.001,NA
LG878,Cladocera,5,0.001,NA
LG879,Cladocera,3,0.001,NA
LG880,Cladocera,3,0.001,NA
LG881,Cladocera,13,0.001,NA
LG882,Cladocera,3,0.001,NA
LG892,Cladocera,1,0.001,NA
LG904,Cladocera,4,0.001,NA
LG905,Cladocera,9,0.001,NA
LG907,Cladocera,16,0.001,NA
LG908,Cladocera,31,0.001,NA
LG909,Cladocera,6,0.001,NA
LG910,Cladocera,4,0.001,NA
LG911,Cladocera,8,0.001,NA
LG912,Cladocera,17,0.001,NA
LG913,Cladocera,3,0.001,NA
LG916,Cladocera,6,0.001,NA
LMr105,Cladocera,3,0.001,NA
HP02,Coenagridae,1,0.005,NA
CL03,Coenagridae,1,0.01,NA
MC08,Coenagridae,1,0.1,adult
LS20,Coenagridae,1,0.02,adult
LMa04,Coenagridae,1,0.018,NA
LMa28,Coenagridae,3,0.21,adults
LMi10,Coenagridae,1,0.01,adult
FC129,Coenagridae,1,0.001,NA
FC164,Coenagridae,1,0.005,NA
FC165,Coenagridae,1,0.005,NA
FC188,Coenagridae,1,0.005,NA
FC195,Coenagridae,1,0.01,NA
FC198,Coenagridae,1,0.001,NA
FC222,Coenagridae,1,0.03,NA
CL16,Coleoptera,1,0.01,NA
FC29,Coleoptera,2,0.025,NA
FC31,Coleoptera,1,0.005,NA
FC52,Coleoptera,8,0.005,NA
FC60,Coleoptera,1,0.001,NA
FC112,Coleoptera,2,0.01,NA
FC152,Coleoptera,1,0.005,NA
FC197,Coleoptera,1,0.001,NA
HF105,Coleoptera,1,0.001,NA
GH26,Coleoptera,1,0.001,NA
GH29,Coleoptera,1,0.001,NA
GH96,Coleoptera,1,0.001,NA
GH105,Coleoptera,1,0.001,NA
GH187,Coleoptera,1,0.001,NA
GH192,Coleoptera,1,0.001,larval head capsule
GH248,Coleoptera,2,0.001,NA
GH251,Coleoptera,1,0.005,NA
GH253,Coleoptera,1,0.005,NA
GH262,Coleoptera,1,0.001,NA
GH277,Coleoptera,1,0.001,NA
GH289,Coleoptera,1,0.005,NA
GH290,Coleoptera,1,0.001,NA
GH291,Coleoptera,1,0.001,NA
GH296,Coleoptera,1,0.001,larval head capsule
GH321,Coleoptera,1,0.001,NA
GH326,Coleoptera,1,0.01,NA
GH328,Coleoptera,1,0.005,larval head capsule
GH368,Coleoptera,1,0.01,NA
GH519,Coleoptera,1,0.01,larval head capsule
GH540,Coleoptera,1,0.01,whole larva
GH551,Coleoptera,1,0.05,larva
GH586,Coleoptera,1,0.2,NA
GH593,Coleoptera,1,0.1,NA
GH631,Coleoptera,1,0.01,head and partial body
GH658,Coleoptera,1,0.01,larval head capsule
GH700,Coleoptera,1,0.001,small larval head capsule
GH716,Coleoptera,2,0.1,NA
HM22,Coleoptera,1,0.005,NA
HM42,Coleoptera,1,0.01,NA
HM62,Coleoptera,1,0.02,NA
HM86,Coleoptera,1,0.02,NA
AG01,Coleoptera,1,0.01,NA
CL05,Coleoptera,1,0.04,NA
SL11,Coleoptera,1,0.03,NA
LG306,Coleoptera,1,0.005,NA
LG528,Coleoptera,1,0.001,NA
LG576,Coleoptera,1,0.001,NA
LG830,Coleoptera,1,0.005,NA
LG917,Coleoptera,1,0.005,NA
LMi17,Collembola,6,0.015,NA
EE35,Collembola,1,0.001,NA
EE69,Collembola,1,0.001,NA
LS46,Collembola,1,0.001,NA
NP19,Collembola,1,0.001,NA
FC62,Collembola,1,0.001,NA
FC94,Collembola,1,0.001,NA
FC154,Collembola,1,0.001,NA
HF107,Collembola,1,0.001,NA
HF113,Collembola,1,0.001,NA
GH28,Collembola,1,0.001,NA
GH47,Collembola,1,0.001,NA
GH109,Collembola,3,0.005,NA
GH187,Collembola,4,0.001,NA
GH189,Collembola,1,0.001,NA
GH193,Collembola,1,0.001,NA
GH313,Collembola,1,0.001,NA
GH321,Collembola,1,0.001,NA
GH324,Collembola,2,0.001,NA
GH327,Collembola,1,0.001,NA
GH400,Collembola,1,0.001,NA
GH561,Collembola,2,0.001,NA
GH577,Collembola,8,0.05,NA
GH581,Collembola,12,0.001,NA
GH583,Collembola,37,0.05,NA
GH584,Collembola,4,0.01,NA
GH587,Collembola,17,0.01,NA
GH590,Collembola,6,0.001,NA
LL25,Collembola,1,0.005,NA
LG391,Collembola,2,0.001,NA
LG595,Collembola,1,0.001,NA
LG847,Collembola,2,0.001,NA
LG917,Collembola,1,0.001,NA
LMa20,Copepod,2,0.001,NA
EE10,Copepoda,1,0.001,NA
EE20,Copepoda,1,0.001,NA
FC43,Copepoda,3,0.001,NA
FC55,Copepoda,1,0.001,NA
FC59,Copepoda,3,0.001,NA
FC90,Copepoda,1,0.001,NA
FC122,Copepoda,2,0.001,NA
FC129,Copepoda,6,0.001,NA
FC153,Copepoda,2,0.001,NA
FC154,Copepoda,1,0.001,NA
FC199,Copepoda,1,0.001,NA
FC213,Copepoda,2,0.001,NA
HF18,Copepoda,4,0.001,NA
HF23,Copepoda,1,0.001,NA
HF27,Copepoda,1,0.001,NA
HF28,Copepoda,4,0.001,NA
HF34,Copepoda,3,0.001,NA
HF38,Copepoda,5,0.001,NA
HF39,Copepoda,3,0.001,NA
HF43,Copepoda,1,0.001,NA
HF51,Copepoda,2,0.001,NA
HF56,Copepoda,1,0.001,NA
HF58,Copepoda,8,0.001,NA
HF59,Copepoda,3,0.001,NA
HF61,Copepoda,4,0.001,NA
HF62,Copepoda,3,0.001,NA
HF67,Copepoda,2,0.001,NA
HF80,Copepoda,1,0.001,NA
HF83,Copepoda,1,0.001,NA
HF85,Copepoda,9,0.001,NA
HF200,Copepoda,1,0.001,NA
