"","ID","MDS1","MDS2","size_class","Invasion_Status","Habitat","Season","Length","Wet_Weight"
"510","HF200",0.300529835522683,0.0369210439180511,"H.for1","Post-Invasion","Marsh","Wet",9.02,0.019
"511","HF199",-0.0659291089177636,-0.766074106989778,"H.for1","Post-Invasion","Marsh","Wet",11.91,0.045
"512","HF198",-0.299391039160724,0.405162658537406,"H.for1","Post-Invasion","Marsh","Wet",8.41,0.017
"513","HF197",-0.367525449769387,-0.335684050991028,"H.for1","Post-Invasion","Marsh","Wet",11.2,0.027
"514","HF196",0.0113912711134112,-0.472586548816257,"H.for1","Post-Invasion","Marsh","Wet",11.27,0.03
"515","HF189",0.143262644312544,0.0425459850794462,"H.for2","Post-Invasion","Marsh","Wet",13.09,0.021
"516","HF188",0.364370293567476,-0.288816972509358,"H.for2","Post-Invasion","Marsh","Wet",12.11,0.017
"517","HF187",0.230915155787531,-0.135895634746207,"H.for2","Post-Invasion","Pond","Wet",12.42,0.047
"518","HF186",-0.118636232551354,-0.447957059652321,"H.for2","Post-Invasion","Pond","Wet",12.92,0.035
"519","HF185",0.299717669041903,-0.17822301346803,"H.for1","Post-Invasion","Pond","Wet",9.41,0.027
"520","HF184",-0.118636232551354,-0.447957059652321,"H.for1","Post-Invasion","Pond","Wet",10.13,0.028
"521","HF183",-0.0408531562976801,-0.761257488891188,"H.for1","Post-Invasion","Pond","Wet",10.71,0.03
"522","HF182",-0.0863835277960786,-0.719993622285425,"H.for1","Post-Invasion","Pond","Wet",11.37,0.032
"523","HF176",-0.0659291089177636,-0.766074106989778,"H.for2","Post-Invasion","Pond","Wet",12.32,0.051
"524","HF174",0.0113912711134112,-0.472586548816257,"H.for1","Post-Invasion","Pond","Wet",11.27,0.026
"525","HF173",0.143262644312544,0.0425459850794462,"H.for1","Post-Invasion","Pond","Wet",10.06,0.025
"526","HF172",0.276851342458976,-0.275130466473185,"H.for1","Post-Invasion","Pond","Wet",10.75,0.033
"527","GH737",-0.151579848545719,0.772123157432592,"G.hol2","Post-Invasion","Pond","Dry",24.31,0.247
"528","GH736",-0.29959635180509,1.0232772063943,"G.hol2","Post-Invasion","Pond","Dry",19.03,0.133
"529","GH696",-0.29959635180509,1.0232772063943,"G.hol2","Post-Invasion","Pond","Dry",26.2,0.408
"530","GH695",-0.299391039160724,0.405162658537406,"G.hol2","Post-Invasion","Pond","Dry",24.52,0.403
"531","GH694",-0.367525449769387,-0.335684050991028,"G.hol1","Post-Invasion","Pond","Dry",14.51,0.064
"532","GH692",0.236692697801837,-0.124248561936824,"G.hol1","Post-Invasion","Pond","Dry",16.91,0.102
"533","GH676",0.280991090415323,-0.0236927771414076,"G.hol2","Post-Invasion","Marsh","Dry",17.62,0.116
"534","GH659",0.250103199604688,-0.0237318292552423,"G.hol1","Post-Invasion","Marsh","Dry",15.24,0.071
"535","GH658",0.270669960603375,0.0565041411941103,"G.hol2","Post-Invasion","Marsh","Dry",17.5,0.101
"536","GH657",0.154226874523571,0.0234322292790954,"G.hol2","Post-Invasion","Marsh","Dry",20.46,0.17
"537","GH656",0.255074745986713,0.0508229220730139,"G.hol1","Post-Invasion","Marsh","Dry",16.27,0.106
"538","GH655",0.276810894130882,0.0397359809930694,"G.hol2","Post-Invasion","Marsh","Dry",19.95,0.181
"539","GH654",-0.183664170274007,-0.875408504615506,"G.hol2","Post-Invasion","Marsh","Dry",27.27,0.328
"540","GH653",0.0817247211201448,0.864763668329581,"G.hol1","Post-Invasion","Marsh","Dry",7.26,0.002
"541","GH652",0.288692624027858,-0.117032325040322,"G.hol1","Post-Invasion","Marsh","Dry",8.95,0.013
"542","GH651",-0.29959635180509,1.0232772063943,"G.hol1","Post-Invasion","Marsh","Dry",16.91,0.101
"543","GH650",-0.704882547286366,-0.823780621147489,"G.hol2","Post-Invasion","Pond","Dry",24.72,0.334
"544","GH649",-0.304496724705039,-0.252075332242025,"G.hol2","Post-Invasion","Pond","Dry",31.51,0.676
"545","GH648",0.544636437614646,-0.152696184272284,"G.hol1","Post-Invasion","Pond","Dry",12.22,0.052
"546","GH647",-0.124641125361773,-0.614439144104781,"G.hol1","Post-Invasion","Pond","Dry",15.45,0.085
"547","GH646",-0.30449672470504,-0.252075332242024,"G.hol2","Post-Invasion","Pond","Dry",17.73,0.114
"548","GH645",-0.573397407447634,-0.33024849988466,"G.hol2","Post-Invasion","Pond","Dry",27.85,0.451
"549","GH644",-0.704882547286366,-0.823780621147489,"G.hol2","Post-Invasion","Pond","Dry",20.2,0.151
"550","GH643",-0.297555631062871,-0.115319085065167,"G.hol2","Post-Invasion","Pond","Dry",19.9,0.156
"551","GH642",0.507359525194345,-0.165128325835875,"G.hol1","Post-Invasion","Pond","Dry",15.5,0.066
"552","GH641",-0.102702997436533,-1.19181723272158,"G.hol1","Post-Invasion","Pond","Dry",16.32,0.087
"553","GH640",-0.367525449769387,-0.335684050991028,"G.hol2","Post-Invasion","Pond","Dry",17.36,0.105
"554","GH639",0.230915155787531,-0.135895634746207,"G.hol1","Post-Invasion","Pond","Dry",16.11,0.081
"555","GH638",-0.327713181289321,0.103133977477947,"G.hol2","Post-Invasion","Pond","Dry",17.23,0.094
"556","GH637",-0.0303045130637288,1.69593314662085,"G.hol2","Post-Invasion","Pond","Dry",17.03,0.107
"557","GH636",0.0623897350402617,-0.280065565530516,"G.hol1","Post-Invasion","Pond","Dry",16.59,0.094
"558","GH634",-0.30449672470504,-0.252075332242024,"G.hol1","Post-Invasion","Pond","Dry",16.71,0.082
"559","GH633",0.204409236673426,-0.158310019540469,"G.hol1","Post-Invasion","Pond","Dry",15.24,0.07
"560","GH632",-0.367525449769387,-0.335684050991028,"G.hol1","Post-Invasion","Pond","Dry",13.55,0.049
"561","GH631",0.710869875238785,1.05378793902802,"G.hol1","Post-Invasion","Pond","Dry",7.95,0.012
"562","GH595",0.255742788477402,-0.0976107606836349,"G.hol1","Post-Invasion","Marsh","Dry",7.5,0.009
"563","GH594",0.19694165794574,-1.64954124464755,"G.hol1","Post-Invasion","Marsh","Dry",8.37,0.01
"564","GH593",-0.424074515699865,-0.875464459934675,"G.hol2","Post-Invasion","Pond","Dry",27.98,0.434
"565","GH590",1.33523213702313,-0.297188604228291,"G.hol1","Post-Invasion","Pond","Dry",7.51,0.011
"566","GH589",-0.29959635180509,1.0232772063943,"G.hol1","Post-Invasion","Pond","Dry",6.67,0.008
"567","GH588",0.459238038948433,-0.821092824922466,"G.hol1","Post-Invasion","Pond","Dry",7.7,0.011
"568","GH587",1.29949157076242,0.453802562038271,"G.hol2","Post-Invasion","Pond","Dry",18.24,0.115
"569","GH586",-0.995467351578077,-0.649049407767068,"G.hol2","Post-Invasion","Pond","Dry",25.27,0.381
"570","GH585",-1.12118567321013,0.72094363442111,"G.hol2","Post-Invasion","Pond","Dry",22.33,0.272
"571","GH584",1.02886705595796,1.01081551359929,"G.hol2","Post-Invasion","Pond","Dry",20.13,0.183
"572","GH583",1.35554623537596,-0.115184792406795,"G.hol1","Post-Invasion","Pond","Dry",16.58,0.088
"573","GH581",1.24004365134377,0.520324788485685,"G.hol2","Post-Invasion","Pond","Dry",18.75,0.096
"574","GH580",-0.367525449769387,-0.335684050991028,"G.hol2","Post-Invasion","Pond","Dry",26.79,0.369
"575","GH579",0.0817247211201448,0.864763668329581,"G.hol2","Post-Invasion","Pond","Dry",21.97,0.207
"576","GH578",-0.29959635180509,1.0232772063943,"G.hol2","Post-Invasion","Pond","Dry",20.84,0.2
"577","GH577",1.42098956090286,0.341907032765712,"G.hol2","Post-Invasion","Pond","Dry",19.16,0.139
"578","GH576",0.00454128106435215,1.01235049630771,"G.hol2","Post-Invasion","Pond","Dry",25.63,0.35
"579","GH575",-0.0838233911601801,1.03143033032942,"G.hol2","Post-Invasion","Pond","Dry",20.55,0.193
"580","GH574",-0.29959635180509,1.0232772063943,"G.hol2","Post-Invasion","Pond","Dry",24.72,0.292
"581","GH573",-0.461686260239592,1.03741338868421,"G.hol2","Post-Invasion","Pond","Dry",30.28,0.522
"582","GH571",-0.299391039160724,0.405162658537406,"G.hol1","Post-Invasion","Pond","Wet",7.63,0.003
"583","GH563",-0.0218834976303551,1.10112346929142,"G.hol1","Post-Invasion","Pond","Wet",12.68,0.034
"584","GH561",1.05487046142524,0.182477753678605,"G.hol1","Post-Invasion","Pond","Wet",16.13,0.067
"585","GH556",-0.363565278152933,-0.134395331369605,"G.hol2","Post-Invasion","Pond","Wet",18.24,0.114
"586","GH552",0.0139731926931515,1.00058291762931,"G.hol2","Post-Invasion","Pond","Wet",24.35,0.236
"587","GH551",0.598823292174436,1.44102508333338,"G.hol2","Post-Invasion","Pond","Wet",25.54,0.331
"588","GH548",-0.361493177061001,0.451668180395231,"G.hol2","Post-Invasion","Pond","Wet",18.53,0.081
"589","GH546",-0.267444335028328,-0.959278681357553,"G.hol2","Post-Invasion","Pond","Wet",23.05,0.239
"590","GH543",0.179043335442771,1.03192563653213,"G.hol1","Post-Invasion","Pond","Wet",10.47,0.018
"591","GH540",0.277532905473722,0.957155085046705,"G.hol1","Post-Invasion","Pond","Wet",14.45,0.055
"592","GH535",0.254956426697138,1.01629799738371,"G.hol2","Post-Invasion","Pond","Wet",20.35,0.169
"593","GH531",-0.0980508258239363,1.15449178472583,"G.hol1","Post-Invasion","Pond","Wet",11.41,0.18
"594","GH519",0.123443259450196,1.45022851524955,"G.hol2","Post-Invasion","Marsh","Wet",17.66,0.117
"595","GH506",-0.304496724705041,-0.252075332242022,"G.hol1","Post-Invasion","Marsh","Wet",14.94,0.073
"596","GH505",-0.29959635180509,1.0232772063943,"G.hol1","Post-Invasion","Marsh","Wet",10.63,0.029
"597","GH504",0.0817247211201448,0.864763668329581,"G.hol1","Post-Invasion","Marsh","Wet",16.47,0.109
"598","GH503",0.257483361099237,-1.012686880256,"G.hol1","Post-Invasion","Marsh","Wet",11.29,0.026
"599","GH502",0.223897918145174,1.23791890439913,"G.hol2","Post-Invasion","Marsh","Wet",21.05,0.19
"600","GH501",0.0817247211201448,0.864763668329581,"G.hol1","Post-Invasion","Marsh","Wet",9.98,0.019
"601","GH500",0.0817247211201448,0.864763668329581,"G.hol1","Post-Invasion","Marsh","Wet",12.1,0.023
"602","GH499",-0.299391039160724,0.405162658537406,"G.hol1","Post-Invasion","Marsh","Wet",14.62,0.06
"603","GH498",0.0817247211201448,0.864763668329581,"G.hol2","Post-Invasion","Marsh","Wet",17.38,0.106
"604","GH497",-0.29959635180509,1.0232772063943,"G.hol1","Post-Invasion","Marsh","Wet",16.59,0.097
"605","GH496",0.0817247211201448,0.864763668329581,"G.hol1","Post-Invasion","Marsh","Wet",13.38,0.04
"606","GH494",-0.585853670622863,-0.77967485845956,"G.hol2","Post-Invasion","Marsh","Wet",19.37,0.145
"607","GH492",0.446754070576109,-0.197292755262125,"G.hol1","Post-Invasion","Pond","Wet",15.07,0.059
"608","GH488",0.318426498277178,-0.20692931013181,"G.hol1","Post-Invasion","Pond","Wet",15.45,0.054
"609","GH486",0.404278120209987,-0.278630435727451,"G.hol1","Post-Invasion","Pond","Wet",15.15,0.062
"610","GH480",-0.212236750818207,-0.681575271914928,"G.hol2","Post-Invasion","Pond","Wet",18.1,0.126
"611","GH479",-0.299391039160724,0.405162658537406,"G.hol2","Post-Invasion","Pond","Wet",20.11,0.137
"612","GH478",0.276874617751113,-0.170353458907003,"G.hol1","Post-Invasion","Pond","Wet",14.24,0.047
"613","GH461",0.0357348688105418,1.7015539932308,"G.hol2","Post-Invasion","Pond","Wet",30.38,0.447
"614","GH460",-0.118343147621785,-0.486157954351904,"G.hol2","Post-Invasion","Pond","Wet",19.69,0.114
"615","GH455",0.419165894018893,-0.25994746380873,"G.hol2","Post-Invasion","Pond","Wet",18.89,0.094
"616","GH452",-0.284799423321641,-0.616381131978117,"G.hol2","Post-Invasion","Pond","Wet",19.14,0.107
"617","GH449",0.0929940845023044,-1.04266750020113,"G.hol1","Post-Invasion","Pond","Wet",16.58,0.077
"618","GH447",0.474502148741685,-0.167725175293789,"G.hol2","Post-Invasion","Pond","Wet",18.15,0.084
"619","GH445",0.650392102058612,-1.15954127102429,"G.hol1","Post-Invasion","Pond","Wet",13.31,0.044
"620","GH444",0.255742788477402,-0.0976107606836349,"G.hol1","Post-Invasion","Pond","Wet",12.16,0.041
"621","GH442",0.0817247211201448,0.864763668329581,"G.hol1","Post-Invasion","Pond","Wet",13.52,0.058
"622","GH438",0.0817247211201448,0.864763668329581,"G.hol1","Post-Invasion","Pond","Wet",15.77,0.093
"623","GH433",0.602037682842169,-0.27022849747477,"G.hol1","Post-Invasion","Pond","Wet",16.59,0.104
"624","GH432",-0.219919989429747,0.686413659677819,"G.hol2","Post-Invasion","Pond","Wet",18.72,0.134
"625","GH431",0.24341702384545,1.21038710711486,"G.hol2","Post-Invasion","Pond","Wet",20.16,0.152
"626","GH427",0.476156959585357,-0.224617858209455,"G.hol1","Post-Invasion","Pond","Wet",16.12,0.074
"627","GH423",0.402862224682999,0.479000629368176,"G.hol1","Post-Invasion","Pond","Wet",10.12,0.01
"628","GH295",-0.0544099285268533,0.794865984818723,"G.hol1","Post-Invasion","Marsh","Wet",8.21,0.012
"629","GH294",0.0360311975110669,0.973194054986,"G.hol1","Post-Invasion","Marsh","Wet",10.34,0.022
"630","GH293",0.0817247211201448,0.864763668329581,"G.hol1","Post-Invasion","Marsh","Wet",12.61,0.039
"631","GH292",0.0219849483170572,0.789761921260921,"G.hol1","Post-Invasion","Marsh","Wet",13.81,0.053
"632","GH291",0.165662108568178,0.906793169237,"G.hol1","Post-Invasion","Marsh","Wet",16.04,0.067
"633","GH290",0.318461142280774,1.11353610361274,"G.hol1","Post-Invasion","Marsh","Wet",15.94,0.073
"634","GH289",0.123480128722378,0.827964605207352,"G.hol1","Post-Invasion","Marsh","Wet",16.57,0.08
"635","GH287",0.133982598057101,0.829964815834066,"G.hol2","Post-Invasion","Marsh","Wet",19.38,0.141
"636","GH286",0.2181569206034,-1.39387484143575,"G.hol2","Post-Invasion","Marsh","Wet",22.26,0.228
"637","GH284",0.0908993964407552,0.188902658353213,"G.hol2","Post-Invasion","Pond","Wet",17.06,0.071
"638","GH283",1.03518203865588,-0.638011008437864,"G.hol2","Post-Invasion","Pond","Wet",19.5,0.111
"639","GH277",0.429264174034354,-0.180454537839026,"G.hol2","Post-Invasion","Pond","Wet",18.98,0.098
"640","GH274",0.63476448716355,0.52918351149535,"G.hol2","Post-Invasion","Pond","Wet",18.01,0.092
"641","GH220",-0.249969642445904,-0.657983590450152,"G.hol2","Post-Invasion","Pond","Wet",20.19,0.129
"642","GH211",-0.0633103979556729,0.940605806501307,"G.hol2","Post-Invasion","Pond","Wet",21.64,0.15
"643","GH201",-0.432529813187255,-0.100656822053044,"G.hol1","Post-Invasion","Marsh","Wet",15.45,0.064
"644","GH200",-0.384713972404755,-0.99292449601181,"G.hol2","Post-Invasion","Marsh","Wet",18.48,0.101
"645","GH199",-0.340069241683837,0.555014041673555,"G.hol1","Post-Invasion","Marsh","Wet",11.35,0.018
"646","GH198",0.108009485071981,1.09746917849611,"G.hol2","Post-Invasion","Marsh","Wet",21.96,0.195
"647","GH197",0.484875573775556,1.06270210608096,"G.hol2","Post-Invasion","Marsh","Wet",18.49,0.099
"648","GH195",0.88304508381525,-0.0795947846871474,"G.hol2","Post-Invasion","Marsh","Wet",19.42,0.132
"649","GH193",-0.151609975549444,0.86365375077708,"G.hol2","Post-Invasion","Marsh","Wet",18.8,0.113
"650","GH192",0.128301332721983,1.1423548820377,"G.hol2","Post-Invasion","Marsh","Wet",20.15,0.128
"651","GH190",-0.285914478961065,-0.847395659896854,"G.hol2","Post-Invasion","Marsh","Wet",19.56,0.136
"652","GH189",0.17193609229665,0.950577347878546,"G.hol2","Post-Invasion","Marsh","Wet",20.46,0.157
"653","GH188",0.612190952782733,1.15266918673139,"G.hol2","Post-Invasion","Marsh","Wet",17.87,0.101
"654","GH187",0.943312209253519,1.0054251159863,"G.hol2","Post-Invasion","Marsh","Wet",21.99,0.167
"655","GH185",-0.0260552675017835,-1.20922982496425,"G.hol2","Post-Invasion","Marsh","Wet",23.53,0.211
"656","GH182",-0.120999723361796,0.978257279780343,"G.hol2","Post-Invasion","Marsh","Wet",30.78,0.502
"657","FCo35",-0.307596936071244,0.194575434230288,"F.con1","Post-Invasion","Marsh","Dry",50,2.52
"658","FCo31",-0.358600071761213,1.41979172207945,"F.con1","Post-Invasion","Marsh","Dry",33.6,0.744
"659","FCo11",0.181642968756744,0.100844083442759,"F.con1","Post-Invasion","Pond","Dry",40.21,1.237
"660","FC95",0.296276962199478,-0.679313553359699,"F.chr1","Post-Invasion","Marsh","Wet",23.63,0.276
"661","FC94",1.33523213702313,-0.297188604228291,"F.chr1","Post-Invasion","Marsh","Wet",18.43,0.12
"662","FC93",0.588785674225213,0.910139247726687,"F.chr1","Post-Invasion","Marsh","Wet",14.55,0.047
"663","FC92",0.197474844054819,-0.710331250421112,"F.chr1","Post-Invasion","Marsh","Wet",20.96,0.187
"664","FC91",-0.120999723361796,0.978257279780343,"F.chr1","Post-Invasion","Marsh","Wet",38.84,1.338
"665","FC90",0.340327926223846,-0.061730925496059,"F.chr1","Post-Invasion","Pond","Wet",13.51,0.05
"666","FC89",-0.367525449769387,-0.335684050991028,"F.chr1","Post-Invasion","Pond","Wet",21.58,0.213
"667","FC88",-0.52988589482067,1.02364199177578,"F.chr1","Post-Invasion","Pond","Wet",36.9,1.062
"668","FC67",0.276717764984847,-0.109545131909419,"F.chr1","Post-Invasion","Pond","Wet",8.01,0.017
"669","FC66",-0.615321688286954,0.403114917622684,"F.chr1","Post-Invasion","Pond","Wet",30.94,0.535
"670","FC65",0.300408572641449,-0.12943191610241,"F.chr1","Post-Invasion","Pond","Wet",17.28,0.08
"671","FC64",0.532211542504433,-0.200709910317415,"F.chr1","Post-Invasion","Pond","Wet",15.06,0.062
"672","FC63",-0.299391039160724,0.405162658537406,"F.chr1","Post-Invasion","Pond","Wet",18.13,0.119
"673","FC62",0.434784223738651,0.620671632703716,"F.chr1","Post-Invasion","Pond","Wet",28.04,0.392
"674","FC60",0.079111172366394,1.61548743906461,"F.chr1","Post-Invasion","Pond","Wet",33.8,0.735
"675","FC59",0.677482228525422,0.728313650070581,"F.chr1","Post-Invasion","Pond","Wet",27.25,0.413
"676","FC58",0.356921718274548,-0.156429253195259,"F.chr1","Post-Invasion","Pond","Wet",9.99,0.016
"677","FC57",0.605375496963652,0.910224619357823,"F.chr1","Post-Invasion","Pond","Wet",35.03,0.883
"678","FC56",0.0854408844781478,0.463800562767918,"F.chr1","Post-Invasion","Pond","Wet",38.47,1.195
"679","FC45",-0.367525449769387,-0.335684050991028,"F.chr1","Post-Invasion","Pond","Wet",11.96,0.023
"680","FC44",0.143262644312544,0.0425459850794462,"F.chr1","Post-Invasion","Pond","Wet",14.14,0.032
"681","FC43",0.373596635691399,-0.146373652582849,"F.chr1","Post-Invasion","Pond","Wet",15.35,0.051
"682","FC34",0.266763897657834,-0.113500784897759,"F.chr1","Post-Invasion","Marsh","Wet",15.03,0.067
"683","FC33",-0.299391039160724,0.405162658537406,"F.chr1","Post-Invasion","Marsh","Wet",18.23,0.088
"684","FC222",-0.648420151841184,0.346455451754244,"F.chr2","Post-Invasion","Marsh","Dry",58.67,4.476
"685","FC214",-0.857459128813156,1.00790638752101,"F.chr1","Post-Invasion","Marsh","Wet",39.16,1.338
"686","FC213",-0.0970618693826028,0.201390687038649,"F.chr2","Post-Invasion","Pond","Wet",53.78,3.506
"687","FC194",-0.299391039160724,0.405162658537406,"F.chr1","Post-Invasion","Pond","Dry",26.08,0.423
"688","FC193",-0.545179308463202,0.883839008194152,"F.chr1","Post-Invasion","Pond","Dry",23.46,0.253
"689","FC190",-0.29959635180509,1.0232772063943,"F.chr1","Post-Invasion","Marsh","Dry",25.56,0.325
"690","FC188",-0.278475907713507,0.734083498370661,"F.chr1","Post-Invasion","Marsh","Dry",22.7,0.207
"691","FC187",-0.238085405425063,0.683312783480063,"F.chr1","Post-Invasion","Marsh","Dry",27.06,0.422
"692","FC186",-0.139267340213131,0.711528543285637,"F.chr1","Post-Invasion","Marsh","Dry",20.22,0.168
"693","FC168",0.215681602844171,0.162229625731218,"F.chr1","Post-Invasion","Marsh","Dry",21.94,0.221
"694","FC167",-0.648420151841184,0.346455451754244,"F.chr1","Post-Invasion","Marsh","Dry",38.77,1.136
"695","FC166",-0.027611792249548,0.312081167635424,"F.chr1","Post-Invasion","Marsh","Dry",36.71,1.112
"696","FC165",-0.867704788861455,0.850439399124707,"F.chr1","Post-Invasion","Marsh","Dry",21.61,0.239
"697","FC164",-0.298351160437031,0.389201428006814,"F.chr1","Post-Invasion","Marsh","Dry",39.26,1.23
"698","FC163",0.0607724518785761,0.00748592014807553,"F.chr1","Post-Invasion","Pond","Dry",27.97,0.449
"699","FC162",-0.648420151841184,0.346455451754244,"F.chr1","Post-Invasion","Pond","Dry",28.82,0.522
"700","FC158",-0.299391039160724,0.405162658537406,"F.chr1","Post-Invasion","Pond","Dry",27.78,0.592
"701","FC157",-0.307596936071244,0.194575434230288,"F.chr1","Post-Invasion","Pond","Dry",14.25,0.094
"702","FC156",-0.648420151841184,0.346455451754244,"F.chr1","Post-Invasion","Pond","Dry",18.25,0.174
"703","FC155",0.514225365975912,-0.232781910657172,"F.chr2","Post-Invasion","Pond","Dry",41.13,1.534
"704","FC154",1.3400533147995,0.428614125074953,"F.chr1","Post-Invasion","Pond","Dry",24.17,0.248
"705","FC153",0.303703121444645,-0.0223850813456047,"F.chr1","Post-Invasion","Pond","Dry",22.5,0.354
"706","FC152",0.218792803202282,1.02961902828722,"F.chr1","Post-Invasion","Pond","Dry",22.4,0.267
"707","FC143",0.279049182678991,-0.0247762961088035,"F.chr1","Post-Invasion","Pond","Dry",28.74,0.449
"708","FC129",0.390718639631963,-0.0789876271477976,"F.chr1","Post-Invasion","Pond","Wet",12.81,0.03
"709","FC128",0.239516842836226,-0.011169358947789,"F.chr1","Post-Invasion","Pond","Wet",11.77,0.029
"710","FC127",0.239018218110027,-0.0123298328452802,"F.chr1","Post-Invasion","Pond","Wet",13.18,0.044
"711","FC124",0.358302389002411,-0.154653202329504,"F.chr1","Post-Invasion","Pond","Wet",14.93,0.053
"712","FC123",0.255742788477402,-0.0976107606836349,"F.chr1","Post-Invasion","Pond","Wet",13.07,0.03
"713","FC122",0.727342683466329,-0.0571726900199669,"F.chr1","Post-Invasion","Pond","Wet",16.29,0.063
"714","FC117",0.733746925767708,-0.338617724511644,"F.chr1","Post-Invasion","Marsh","Wet",14.31,0.059
"715","FC116",-0.648420151841184,0.346455451754244,"F.chr1","Post-Invasion","Marsh","Wet",24.21,0.316
"716","FC115",0.844488295253539,-0.0515457371502979,"F.chr1","Post-Invasion","Marsh","Wet",14.04,0.058
"717","FC114",0.143262644312544,0.0425459850794462,"F.chr1","Post-Invasion","Marsh","Wet",15.46,0.064
"718","FC113",-0.174253400699872,1.0191768398163,"F.chr1","Post-Invasion","Marsh","Wet",20.67,0.161
"719","FC112",0.241452765183111,1.26211760047197,"F.chr1","Post-Invasion","Marsh","Wet",21.27,0.153
"720","EU24",0.235887742206359,-0.128916267349583,"E.suc1","Post-Invasion","Marsh","Dry",90.39,16.204
"721","EU23",0.480906272691981,0.624490978406373,"E.suc1","Post-Invasion","Marsh","Dry",84.72,13.777
"722","EU22",-0.367525449769387,-0.335684050991028,"E.suc1","Post-Invasion","Marsh","Dry",78.31,12.034
"723","EU21",0.570180136393513,-0.141520307505181,"E.suc1","Post-Invasion","Marsh","Dry",63,6.091
"724","EU20",-0.367525449769387,-0.335684050991028,"E.suc2","Post-Invasion","Pond","Dry",140.26,62.441
"725","EU19",0.236692697801837,-0.124248561936824,"E.suc2","Post-Invasion","Pond","Dry",121.72,44.685
"726","EU18",-0.367525449769387,-0.335684050991028,"E.suc2","Post-Invasion","Pond","Dry",111.13,26.893
"727","EU17",0.236805704301822,-0.123993726469389,"E.suc1","Post-Invasion","Pond","Dry",91.2,18.639
"728","EU16",0.573937845368562,-0.264725414178694,"E.suc1","Post-Invasion","Pond","Dry",99.53,22.537
"729","EU12",0.296486006543054,-0.183710039298963,"E.suc1","Post-Invasion","Pond","Wet",99.23,22.552
"730","EU10",0.655917134401622,0.0238450328800543,"E.suc2","Post-Invasion","Pond","Wet",120.97,41.744
"731","EU09",0.440589152670049,-0.053295890030218,"E.suc1","Post-Invasion","Pond","Wet",89.87,16.753
"732","EU08",0.372184813492822,-0.0490504236945809,"E.suc1","Post-Invasion","Pond","Wet",77.78,10.201
"733","EU07",0.663066109058708,0.160755560657766,"E.suc1","Post-Invasion","Pond","Wet",91.33,20.986
"734","EU06",0.296908545382576,0.0200574863641726,"E.suc1","Post-Invasion","Pond","Wet",72.85,9.371
"735","EU05",0.412719712965796,0.234193887065495,"E.suc2","Post-Invasion","Pond","Wet",103.92,25.324
"736","EU03",0.391398660933644,0.207329640883631,"E.suc1","Post-Invasion","Marsh","Wet",73.93,9.632
"737","EU02",0.181642968756744,0.100844083442759,"E.suc1","Post-Invasion","Marsh","Wet",98,27.09
"738","EU01",0.734966611803388,0.0191788270198293,"E.suc1","Post-Invasion","Marsh","Wet",50,8.691
"739","EG86",-0.29959635180509,1.0232772063943,"E.glo1","Post-Invasion","Marsh","Dry",41.68,2.881
"740","EG85",-0.455698404341611,1.19536658822136,"E.glo1","Post-Invasion","Marsh","Dry",38.07,2.571
"741","EG84",-0.434012071308968,0.456404938718181,"E.glo1","Post-Invasion","Marsh","Dry",37.53,2.124
"742","EG83",-0.299391039160724,0.405162658537406,"E.glo1","Post-Invasion","Marsh","Dry",36.63,1.921
"743","EG60",-0.107813764792131,0.738611755789563,"E.glo1","Post-Invasion","Marsh","Dry",35.64,1.611
"744","EG56",-0.243053732677459,0.366338484622968,"E.glo1","Post-Invasion","Pond","Wet",31.94,0.911
"745","EG55",-0.253071373127961,0.269878122424739,"E.glo1","Post-Invasion","Pond","Wet",26.6,0.645
"746","EG42",-0.41159905741601,0.308560088089204,"E.glo1","Post-Invasion","Marsh","Wet",31.45,1.001
"747","EG15",-0.42246062080703,0.358131539831097,"E.glo1","Post-Invasion","Pond","Wet",36.62,1.453
"748","EE73",-0.299391039160724,0.405162658537406,"E.eve1","Post-Invasion","Marsh","Dry",18.3,0.181
"749","EE72",0.143262644312544,0.0425459850794462,"E.eve1","Post-Invasion","Marsh","Dry",15.76,0.137
"750","EE70",0.143262644312544,0.0425459850794462,"E.eve1","Post-Invasion","Marsh","Dry",14.29,0.075
"751","EE69",0.476462603667774,0.538797537174574,"E.eve1","Post-Invasion","Marsh","Dry",21.09,0.296
"752","EE68",0.138571391756881,0.0669434963681356,"E.eve1","Post-Invasion","Marsh","Dry",10.72,0.034
"753","EE67",0.255742788477402,-0.0976107606836349,"E.eve1","Post-Invasion","Marsh","Dry",10.45,0.028
"754","EE66",0.143262644312544,0.0425459850794462,"E.eve1","Post-Invasion","Pond","Dry",12.57,0.06
"755","EE56",0.638139686992791,0.0807743619106825,"E.eve1","Post-Invasion","Marsh","Dry",13.86,0.096
"756","EE55",-0.024841342701449,0.404765152938393,"E.eve1","Post-Invasion","Marsh","Dry",15.95,0.118
"757","EE53",0.244674899306602,0.20337394894927,"E.eve1","Post-Invasion","Pond","Wet",16.05,0.134
"758","EE52",0.143262644312544,0.0425459850794462,"E.eve1","Post-Invasion","Pond","Wet",17.23,0.199
"759","EE50",0.0113912711134112,-0.472586548816257,"E.eve1","Post-Invasion","Pond","Wet",18.97,0.237
"760","EE49",0.0817247211201448,0.864763668329581,"E.eve1","Post-Invasion","Pond","Wet",17.15,0.123
