REGION,SITE,CUM,YEAR,PERIOD,MONTH,DAY,MICSAL,ESOAME,LEPGUL,ERISUC,HEMLET,AMENAT,LEPMAC,LEPPLA,LEPMIC,OREAUR,LEPPUN,MACSIA,CICMAN,CICURO,MONALB,TILMAR,BELBEL,CLABAT,HOPLIT,AMENEB,LEPSPP,CICBIM,NOTCRY,AMICAL,FUNSEM,ANGROS,ESONIG,ASTOCE,TOTFISH
SRS,AHRL,74,2010,4,11,18,0.1575945905,0,0.0128069766,0,0,0,0,0.5322953418,0.0376029247,0,0.0283176361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7686174696
SRS,AHRL,76,2011,1,1,6,0.2210899743,0,1.5876368788,0.1303092572,0,0.6780033235,0.0268020771,1.1801611293,0.3622922456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1862948858
SRS,AHRL,78,2011,3,9,21,0,0,0,0,0,0,0,0.2438786276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2438786276
SRS,AHRL,79,2011,4,11,8,0,0,0.0165292046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165292046
SRS,AHRL,81,2012,1,1,10,0,0,0,0,0,0,0,0.3048581796,0,0,0,0,0,0,0,0,0.0057090349,0,0,0,0,0,0,0,0,0,0,0,0.3105672146
SRS,AHRL,82,2012,2,3,1,0,0,0.4318499086,0,0,0.3270501883,0.036041458,0.2841977234,0.0102820989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0894213772
SRS,AHRL,83,2012,3,8,10,0,0,0,0,0,0.2987372128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2987372128
SRS,AHRL,84,2012,4,12,3,0.4354837278,0,0.0209376467,0,0,0,0.0113951953,0,0,0,0.0167658069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4845823767
SRS,AHRL,86,2013,1,1,23,0.6841251992,0,0.026096731,0,0,0,0,0,0,0,0.0283176361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7385395663
SRS,AHRL,87,2013,2,3,12,0.4554494083,0,1.8733167054,0.1748074752,0,0.205136466,0.0754615118,0.9918625023,0.0629757393,0,0.2151282524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0541380608
SRS,AHRL,88,2013,3,8,12,0,0,0,0,0,0,0.0623320258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623320258
SRS,AHRL,89,2013,4,11,6,0,0,0,0,0,0,0.0232216982,0,0.0428467832,0,0.0180772452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841457266
SRS,AHRL,91,2014,1,1,7,0.1500542974,0,0,0,0,0,0,0.2500074742,0.0376029247,0,0.0174132288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4550779251
SRS,AHRL,92,2014,2,3,10,0,0,2.8384406281,0.3851761411,0,2.3693487023,0,0.4680344416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.060999913
SRS,AHRL,93,2014,3,8,12,0,0,0.0294069523,0.1125018952,0,0,0,0.222945067,0.054803386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4196573004
SRS,AHRL,94,2014,4,11,7,0,0,0,0.0527293772,0.0075178173,0,0,0,0,0,0,0,0,0,0,0,0.0031600848,0,0,0,0,0,0,0,0,0,0,0,0.0634072793
SRS,AHRL,96,2015,1,1,15,0,0,0.3973330143,0.4418088163,0,0.2939750453,0,0.6079701793,0.0376029247,0,0.0369368206,0,0,0.0927561398,0,0,0,0,0,0,0,0,0,0.3696903942,0,0,0,0,2.2780733345
SRS,AHRL,97,2015,2,3,2,0,0,2.4340726954,1.1756228747,0,0.5072440606,0,0.9759567078,0.0841267238,0,0.0540866705,0,0,0.0927561398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3238658726
SRS,AHRL,99,2015,4,11,20,0,0,0,0,0.0192788195,0,0.0097795288,0,0,0,0.0232080964,0,0,0,0,0,0.0102458247,0,0,0,0,0,0,0,0,0,0,0,0.0625122694
SRS,AHRL,101,2016,1,1,19,0,0,0,0.0577360573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577360573
SRS,AHRL,102,2016,2,3,28,0,0,0.1122132965,0,0.0226594835,0,0.0307806398,0.2465041904,0,0,0.1084575235,0,0,0,0,0,0,0.1516777476,0,0,0,0,0,0,0,0,0,0,0.6722928812
SRS,AHRL,103,2016,3,9,9,0.6255741142,0,0.0339382807,0,0,0,0.0348238784,0.1432098629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8375461362
SRS,AHRL,104,2016,4,11,22,0,0,0,0,0.003163118,0,0.0162362983,0.1444008376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8794819768,0,0,0,0,1.0432822307
SRS,AHRL,106,2017,1,1,30,1.9522816305,0,3.1223863605,0.845179536,0,0.4571266189,0.0573928334,1.2405279644,0,0,0,0,0,0.1227963354,0,0,0,0,0,0.0275484324,0,0,0,0,0,0,0,0,7.8252397115
SRS,AHRL,108,2017,3,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1461850796,0,0,0,0,0,0,0,0,0,0,0.1461850796
SRS,AHRL,109,2017,4,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224770643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224770643
SRS,AHSC,12,1998,2,5,13,0.6808317153,0,0.6728767705,0.1424371865,0,1.1523855657,0,0,0.1747390347,0,0.0874883452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9107586179
SRS,AHSC,14,1998,4,11,6,0.1707377387,0,0,0.139698138,0,0.0467991116,0,0,0,0,0.0384261932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3956611816
SRS,AHSC,19,1999,4,11,14,0,0,0,0,0,0,0,0,0,0,0.0485475593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485475593
SRS,AHSC,24,2000,4,10,30,0.6748573411,0,0,0,0,0,0.02375193,0.0911756614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7897849325
SRS,AHSC,28,2001,3,8,14,0,0,0,0,0,0.4715887127,0,0.1737686342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6453573469
SRS,AHSC,29,2001,4,10,29,0,0,0.0624653615,0,0,0,0.0197448764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822102379
SRS,AHSC,31,2002,1,2,21,0.008065363,0,1.6785454181,0,0,2.5520387153,0.1376880604,0.0592241197,0.050947687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4865093635
SRS,AHSC,32,2002,2,4,9,0,0,2.5930942331,0,0,4.4531031083,0.0510837875,0.2741167124,0.0739026987,0,0.0201710137,0,0,0,0,0,0,0,0,0.0153614593,0,0,0,0,0,0,0,0,7.480833013
SRS,AHSC,33,2002,3,7,22,0,0,0,0,0,0,0,0,0,0,0.0167658069,0,0,0,0,0,0,0,0,0.0721666308,0,0,0,0,0,0,0,0,0.0889324377
SRS,AHSC,34,2002,4,10,28,0,0,0,0,0,0,0.0167880402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167880402
SRS,AHSC,36,2003,1,2,26,0.3926536284,0,0.0984198784,0,0,0.07868373,0.0097795288,0.9535308947,0,0,0.0194559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5525235825
SRS,AHSC,37,2003,2,4,22,0,0,0.0455611458,0.1103806226,0,0.3950394747,0.0105657788,0.7035115173,0.0102820989,0,0,0,0,0,0,0,0,0.1983534555,0,0,0,0,0,0,0,0,0,0,1.4736940936
SRS,AHSC,39,2003,4,10,17,0,0,0.0245423127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245423127
SRS,AHSC,41,2004,1,2,24,0,0,1.2320078543,0.2614784048,0,0.3498630875,0,0.7841111355,0.0144593657,0,0.0403420273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6822618751
SRS,AHSC,42,2004,2,4,20,0,0,2.1350876998,0.2447386964,0,0.8789711909,0,1.5824255971,0.0850385555,0,0.1126346728,0,0,0,0,0,0,0.1983534555,0,0,0,0,0,0,0,0,0,0,5.2372498681
SRS,AHSC,44,2004,4,10,20,0,0,0,0,0,0.0648350908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648350908
SRS,AHSC,46,2005,1,2,9,0.1021916544,0.0072842493,0.5140372861,0.6029210992,0,0.464266647,0.0362019582,1.9984408822,0,0,0.2052079617,0,0,0.1839205687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1144723067
SRS,AHSC,48,2005,3,8,4,0,0,0,0,0,0,0,0.4365374509,0,0,0.0240126258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4605500768
SRS,AHSC,51,2006,1,2,27,0,0,0.0984198784,0,0,0,0.0179306309,0.8999080745,0,0,0.1423957633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1586543472
SRS,AHSC,54,2006,4,11,16,0,0,0,0,0,0,0,0,0,0,0.0283176361,0,0,0,0,0,0,0,0,0,0.114045549,0,0,0,0,0,0,0,0.1423631851
SRS,AHSC,58,2007,3,8,14,0,0,0,0.0717368613,0,0,0.0855089323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1572457936
SRS,AHSC,59,2007,4,11,20,0,0,0,0,0,0,0,0.8154108445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8154108445
SRS,AHSC,71,2010,1,1,28,0,0,0.0477377305,0,0,0.0899105261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1376482566
SRS,AHSC,73,2010,3,8,19,0.0352048135,0,0,0,0,0,0,0,0,0,0.0194559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546607358
SRS,AHSC,74,2010,4,11,18,0,0,0,0,0,0,0,0,0,0,0.0167658069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167658069
SRS,AHSC,76,2011,1,1,6,0,0,0.2790669564,0.0284323713,0,0.188837441,0,0,0,0,0.0498789191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5462156878
SRS,AHSC,79,2011,4,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055058095,0,0,0,0,0,0,0,0,0,0,0,0.0055058095
SRS,AHSC,82,2012,2,3,1,0,0,0.0772087408,0,0,0.1485033276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2257120683
SRS,AHSC,83,2012,3,8,10,0,0,0,0,0,0,0,0.1605275116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1605275116
SRS,AHSC,84,2012,4,12,3,0,0,0,0,0,0,0.0118265029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118265029
SRS,AHSC,86,2013,1,1,23,0.1427673216,0,0,0,0,0,0.0195590575,0,0.0462229312,0,0.0240126258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2325619362
SRS,AHSC,87,2013,2,3,12,0,0,0.1357167244,0,0,0.2325424966,0,0.5378568489,0,0,0.1658767568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0719928267
SRS,AHSC,88,2013,3,8,12,0,0,0,0,0,0.1280444309,0.0431248073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1711692382
SRS,AHSC,89,2013,4,11,6,0,0,0,0,0,0,0,0,0,0,0.0541880782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541880782
SRS,AHSC,91,2014,1,1,7,0,0,0,0,0,0,0,0,0.0124819295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124819295
SRS,AHSC,92,2014,2,3,10,0,0,0.4435941025,0.2278198212,0,0.7021594569,0,0.7471628346,0.0102820989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1310183141
SRS,AHSC,93,2014,3,8,12,0,0,0,0,0.0042197113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042197113
SRS,AHSC,94,2014,4,11,7,0,0,0,0.0467727665,0,0,0.0097795288,0,0,0,0.0180772452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746295405
SRS,AHSC,96,2015,1,1,15,0,0,0,0.0721737784,0,0,0,0,0,0,0.0507140638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1228878422
SRS,AHSC,97,2015,2,3,2,0,0,0.4559595457,0.2877229502,0,0.3771389511,0,0,0,0,0.0484886497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1693100968
SRS,AHSC,99,2015,4,11,20,0,0,0,0.0068506148,0.013904432,0,0,0,0,0,0,0,0,0,0,0,0.0059173911,0,0,0,0,0,0,0,0,0,0,0,0.026672438
SRS,AHSC,102,2016,2,3,28,0,0,0,0,0.0334236456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334236456
SRS,AHSC,103,2016,3,9,9,0.0646994516,0,0,0,0,0,0.0079941852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726936368
SRS,AHSC,104,2016,4,11,22,0,0,0,0,0.0024581785,0,0,0.2793121159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2817702944
SRS,AHSC,106,2017,1,1,30,0.4805033995,0,0.7215117457,0.8471745287,0,0,0.0283394928,0.3543499257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4318790924
SRS,AHSC,109,2017,4,11,20,0,0,0,0,0,0,0,0,0,0,0.0592236786,0.0991337307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1583574093
SRS,BJB,12,1998,2,4,28,0,0,0.4072644088,0.3834927063,0,1.4608127013,0.0136662737,0.114617298,0.216519062,0,0.1934026057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7897750556
SRS,BJB,14,1998,4,11,6,0.4915465985,0,0,0,0,0,0.0451988044,0,0,0,0.0232080964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5599534993
SRS,BJB,19,1999,4,11,14,0,0,0,0.0175559468,0,0.1666868027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1842427495
SRS,BJB,24,2000,4,10,31,0.9927317489,0,0,0,0,0,0.0576931602,0,0.1718748271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2222997361
SRS,BJB,28,2001,3,8,15,0,0,0,0,0,0.5057533251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5057533251
SRS,BJB,29,2001,4,10,26,0,0,0.026096731,0,0,0.3401092166,0.0430308631,0.3068755653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716112376
SRS,BJB,31,2002,1,2,21,0,0,0.9486976263,0.121954266,0,0.286145107,0.0618333712,0.068542912,0.0355708952,0,0,0,0,0,0,0,0,0.1355955013,0,0,0,0,0,0,0,0,0,0,1.658339679
SRS,BJB,32,2002,2,4,8,0,0,0.9632724383,0,0,3.8770418854,0,0.0285286882,0.0102820989,0,0.0194559223,0,0,0,0,0,0,0.2238027341,0,0,0,0,0,0,0,0,0,0,5.1223837672
SRS,BJB,33,2002,3,7,22,0,0,0,0,0,0.2434457824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2434457824
SRS,BJB,34,2002,4,10,31,0,0,0.0109636636,0,0,0.0795449567,0,0.0750378098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1655464301
SRS,BJB,36,2003,1,2,26,0,0,0.7370637472,0.06012553,0,0.0561044726,0.0492531245,0.0513734561,0,0,0.0496713819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0035917123
SRS,BJB,37,2003,2,4,22,0,0,0.7090111155,0.1552644323,0,0.6972183984,0.0118265029,0,0,0,0.027418264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6007387131
SRS,BJB,38,2003,3,7,21,0,0,0.0128069766,0,0,0,0.0444245927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572315693
SRS,BJB,39,2003,4,10,17,0,0,0.1212734744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1212734744
SRS,BJB,41,2004,1,2,24,0.4808872675,0,3.5945384134,0.4059041898,0,0.0431101502,0.024436757,0,0.2352327383,0,0.1696931648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.953802681
SRS,BJB,42,2004,2,4,21,0,0,2.1378906425,0.5305883196,0,1.2147218221,0.0118265029,0.9123258637,0.1409076175,0,0.187410749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1356715173
SRS,BJB,43,2004,3,8,11,0,0,0,0,0,0,0,0,0.048421319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048421319
SRS,BJB,44,2004,4,10,19,0,0,0.0410604868,0,0,0.0602349705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1012954573
SRS,BJB,46,2005,1,2,9,0.5445225696,0,5.7754456029,0.933459046,0,1.6762877476,0.0433317976,0.1792700253,0.166182457,0,0.1548874242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4733866702
SRS,BJB,49,2005,4,11,9,0,0,0,0,0,0,0,0,0.0439526438,0,0.0959038992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1398565429
SRS,BJB,51,2006,1,2,27,0,0,0.1332498784,0.1013698135,0,0.0696643334,0.0118265029,0.2824637085,0,0,0.0331131121,0,0,0.0201337951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6518211439
SRS,BJB,53,2006,3,7,28,0,0,0,0,0,0,0,0,0,0,0.0384261932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384261932
SRS,BJB,54,2006,4,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442840864,0,0,0,0,0,0,0,0.0442840864
SRS,BJB,59,2007,4,11,21,0,0,0.0799315471,0,0,0,0,0,0,0,0.0384261932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1183577404
SRS,BJB,69,2009,4,10,26,0,0,0.1128258797,0,0,0,0.017773714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1305995936
SRS,BJB,71,2010,1,1,28,0,0,1.069886757,0,0,0.316637368,0,0.057100867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.443624992
SRS,BJB,72,2010,2,5,4,0.9240280276,0,0.1511731361,0,0,0.2675629093,0,0.1541819669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4969460399
SRS,BJB,73,2010,3,8,20,0,0,0.0128069766,0,0,0.0310091515,0,0,0,0,0.0201710137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639871418
SRS,BJB,74,2010,4,11,19,0,0,0.1853413894,0,0,0,0.0079941852,0.1396785879,0.0328074348,0,0.0167658069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3825874043
SRS,BJB,76,2011,1,1,7,0,0,1.8816447142,0.2268125078,0,0.1903529243,0.0141556882,0,0.1183270443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4312928788
SRS,BJB,78,2011,3,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4370239129,0,0,0,0,0.4370239129
SRS,BJB,79,2011,4,11,7,0,0,0.0183307782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183307782
SRS,BJB,81,2012,1,1,10,0,0,0.054932699,0,0,0.0187322528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194393849,0,0,0,0.0931043367
SRS,BJB,82,2012,2,3,1,0,0,0.545999401,0,0,0.2860259937,0.0079941852,0.2323751026,0,0,0,0,0,0,0,0,0.0680378303,0,0.0243559826,0,0,0,0,0,0,0,0,0,1.1647884955
SRS,BJB,83,2012,3,8,10,0,0,0,0,0,0.1464405177,0,0,0.0237942828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1702348005
SRS,BJB,84,2012,4,12,3,0,0,0.0320719157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320719157
SRS,BJB,86,2013,1,1,23,0.1680506757,0,0.019604333,0,0,0,0.0079941852,0,0,0,0.0232080964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2188572904
SRS,BJB,87,2013,2,3,12,0.2479962421,0,0.9844739241,0.0488377877,0,0.5992068813,0.0083312984,0.1002365747,0.0719214472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0610041556
SRS,BJB,88,2013,3,8,13,0,0,0.0517366121,0,0,0.0660207018,0,0,0.041760198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1595175119
SRS,BJB,89,2013,4,11,6,0.1817835382,0,0,0,0,0,0,0,0,0,0.0430676147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2248511528
SRS,BJB,91,2014,1,1,7,0,0,0.140341998,0.1208591787,0,0.2292529438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4904541205
SRS,BJB,92,2014,2,3,10,0,0,0.6878981045,0.06782559,0,0.5310346391,0,0.2820025618,0,0,0,0,0,0,0,0,0,0.5256723886,0,0,0,0,0,0,0,0,0,0,2.0944332839
SRS,BJB,93,2014,3,8,12,0,0,0,0,0,0.0636637999,0,0,0,0,0,0,0,0,0,0,0.0008481227,0,0,0,0,0,0,0,0,0,0,0,0.0645119226
SRS,BJB,94,2014,4,11,7,0,0,0.0491520036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491520036
SRS,BJB,96,2015,1,1,12,0.7344423464,0,0.3207309277,0.4397921859,0,0.1524410512,0,0.2749417145,0.1289431732,0,0.0550140658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1063054647
SRS,BJB,97,2015,2,3,2,0,0,0.853870544,0.6856796027,0.0074944183,0.3778549322,0,0.5972709302,0.0102820989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5324525263
SRS,BJB,99,2015,4,11,20,0.1223784891,0,0,0.0278986237,0.0029756642,0,0,0,0,0,0.0201710137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1734237907
SRS,BJB,101,2016,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0.0630321506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630321506
SRS,BJB,102,2016,2,3,29,0,0,0,0,0.0118578117,0,0.0094021814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212599931
SRS,BJB,103,2016,3,9,13,0,0,0,0.0496676676,0,0.0760316474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125699315
SRS,BJB,104,2016,4,11,22,0,0,0,0.0756653388,0.0054897373,0,0.0097795288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2050250725,0,0,0,0,1.2959596774
SRS,BJB,106,2017,1,1,25,0.0792534877,0,1.6936231391,0.6341844191,0.0177560426,0.350599998,0.0086782281,0.0636703731,0,0,0.0678709512,0,0,0,0,0,0,0.0875512509,0,0,0,0,0,0,0,0,0,0,3.0031878897
SRS,BJB,108,2017,3,8,15,0,0,0,0,0,0,0,0,0,0,0.020903561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020903561
SRS,BJB,109,2017,4,11,17,0,0,0.0132991231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132991231
SRS,CFP,12,1998,2,4,28,0.1734543768,0,1.0302024338,0.152663112,0,0.7136923745,0.0727189669,0,0,0,0.0955894306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2383206945
SRS,CFP,14,1998,4,11,6,0.1021916544,0,0.1756696656,0,0,0,0.0090351352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2868964552
SRS,CFP,19,1999,4,11,14,0.666434201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666434201
SRS,CFP,24,2000,4,10,31,0.5318896265,0,0,0.0873211518,0,0.0580190765,0.0332924062,0,0,0,0.0180772452,0,0,0,0,0.1318369771,0,0,0,0,0,0,0,0,0,0,0,0,0.8604364833
SRS,CFP,28,2001,3,8,14,0,0,0,0,0,0.1535020581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1535020581
SRS,CFP,29,2001,4,10,26,0,0,0,0,0,0,0.0429927239,0.1156350611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158627785
SRS,CFP,31,2002,1,2,21,0,0,1.5242806668,0,0,0.6968404628,0.0342432606,0.038543392,0.0124819295,0.0378008252,0.073710138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.417900675
SRS,CFP,32,2002,2,4,9,0,0,0.486237503,0,0,0.9124381562,0,1.4677849575,0,0,0,0,0,0.1416368708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0080974874
SRS,CFP,36,2003,1,2,26,0,0,0.0466779436,0,0,0.0966540007,0,0.265562157,0,0,0.0283176361,0,0,0,0,0,0,0.0452979652,0,0,0,0,0,0,0,0,0,0,0.4825097026
SRS,CFP,37,2003,2,4,22,0,0,0.0743294578,0,0,0.0972558002,0,0.1250814117,0,0,0,0,0,0.0316042237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3282708933
SRS,CFP,38,2003,3,7,21,0,0,0,0,0,0,0,0,0.0245337185,0.2796084963,0.0331131121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337255327
SRS,CFP,39,2003,4,10,17,0,0,0,0.0474523842,0,0,0,0.5507207164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5981731005
